fips,breast.wf9699,pop.wf9699,cervix.wf9699,lung.wf9699,prostate.wm9699,pop.wm9699,lung.wm9699,prostate.bm9699,pop.bm9699,Totalpop,Smokecurmsm,Smokevrmsm,Smokecurmsf,Smokevrmsf,Obesesm,Noinssm,Mammog2ysm,Pap3yrsm,ses1990,CR9599Sm,fobt2ysm,BlackPct,HispPct
47117,22.5,47538,1.6,33,16.8,45310,103.7,98.3,4799,21539,0.265,0.513,0.237,0.418,0.341,0.111,0.486,0.635,97.15,19.9,0.17,8.85,0.48
47119,19.9,116290,5.6,46.5,22.5,110264,115.1,75.8,21181,54812,0.265,0.52,0.234,0.363,0.326,0.111,0.488,0.621,104.82,20.6,0.17,15.55,0.28
47121,19.8,18970,4.6,47.6,16.3,19313,102,0,311,8033,0.269,0.505,0.23,0.398,0.344,0.12,0.494,0.646,76.33,19.7,0.21,1.87,0.13
47123,23.5,68091,3.2,52.2,20.9,64863,99.7,0,1932,30541,0.269,0.496,0.248,0.452,0.298,0.113,0.494,0.628,77.21,19.7,0.21,2.59,0.84
47125,29,191496,5.3,42.8,22.6,199900,138.5,59.1,46778,100498,0.271,0.489,0.246,0.436,0.352,0.1,0.197,0.709,112.08,29.9,0.17,17.8,2.66
47127,23,9936,0,47,19.4,9890,68,223,420,4721,0.266,0.513,0.255,0.418,0.341,0.122,0.548,0.621,105.33,20.6,0.17,3.64,0.1
47129,21.4,34377,3.1,62.2,38.9,38074,141.4,0,1388,17300,0.292,0.496,0.252,0.452,0.31,0.113,0.494,0.622,75.04,19.7,0.18,1.17,0.64
47131,32.6,58895,1.4,61.7,29.1,54844,115.4,138.4,6477,31717,0.322,0.561,0.264,0.444,0.353,0.11,0.398,0.57,94.53,24.4,0.13,10.21,0.4
47133,17.9,39046,6.2,42.7,36.2,37624,154.2,0,183,17636,0.314,0.499,0.276,0.437,0.301,0.149,0.494,0.475,67.78,22,0.17,0.24,0.28
47135,10.2,14779,0,52.5,6,14248,134.5,0,298,6612,0.282,0.543,0.235,0.419,0.352,0.122,0.486,0.619,77.71,22.9,0.15,1.7,0.16
