hexid,amphPrev,birdPrev,fishPrev,mammPrev,reptPrev,jan.avg,jan.stdev,jul.avg,jul.stdev,ppt.avg,ppt.stdev,ppt.min,ppt.max,seas.avg,elev.min,elev.max,elev.avg,elev.stdev,fractal,dominance,contagion,slope.max,slope.min,slope.med,slope.avg,slope.stdev,slope.iqr,aspect.avg,aspect.dev,aspect.med,crop.pasture,grass.crop,wood.crop,grass,shrub,grass.shrub,deciduous,evergreen,mix.forest,water,coast.wet,barren,tundra,urban,roads.maj,roads.min,streams.maj,streams.per,streams.int,streams.bra,fed.park,fed.refuge,fed.wilder,fed.indian,fed.mil,fed.forest,non.fed,federal,stream,roads
2787,17,77,33,28,16,1.484,0.527,24.196,0.478,1091.949,17.226,1058,1117,22.712,122,371,197,40.8,1.512,0.305,0.612,5.087,0.01,0.888,1.023,0.69,0.833,357.2,73.6,356.2,0,0,0.00616,0,0,0,0.49769,0,0.49615,0,0,0,0,0,7.9972,32.5375,39.21,0,39.21,39.21,0,0,0,0,0,0,0,0,117.63,40.5347
2788,10,78,29,30,3,1.537,0.505,24.108,0.352,1071.262,11.609,1047,1098,22.571,152,395,214,32.8,1.504,0.361,0.652,4.204,0,0.647,0.691,0.464,0.479,137.6,75.1,141.9,0,0,0.01231,0,0,0,0.37385,0.00154,0.60923,0,0,0,0,0.00308,16.0752,38.8176,27.41,0,27.41,27.41,0,0,0,0,0,0,0,0,82.23,54.8928
2789,12,83,48,26,8,2.523,0.5,24.952,0.213,1066.071,7.563,1049,1093,22.429,113,244,174,26.8,1.565,0.434,0.678,1.952,0,0.643,0.633,0.342,0.483,86,75.8,90.8,0,0,0.06461,0,0,0,0.34923,0.00769,0.57846,0,0,0,0,0,22.7047,34.183,60.54,4.93,60.54,60.54,0,0,0,0,0,0,0,0,186.55,56.8876
2790,3,78,36,25,9,2.894,0.308,24.991,0.096,1085.602,8.733,1052,1100,22.097,115,265,170,23.1,1.546,0.43,0.73,2.066,0.014,0.615,0.628,0.317,0.429,95.4,71.4,103.5,0,0,0.09861,0,0,0,0.42065,0.00924,0.47149,0,0,0,0,0,11.0353,20.3851,72.089,0,72.089,72.089,0,0,0,0,0,0,0,0,216.267,31.4204
2791,18,93,46,34,23,2.655,0.476,24.975,0.155,1078.217,7.753,1062,1102,22.32,119,240,161,25,1.557,0.514,0.758,1.655,0,0.571,0.595,0.3,0.428,105.1,74.2,107.5,0.00769,0,0.23077,0,0,0,0.09231,0.00769,0.62,0,0,0,0,0.04154,0,70.9442,67.622,0,67.622,67.622,0,0,0,0,0,0,0,0,202.866,70.9442
2890,20,149,24,46,15,-5.852,0.733,19.426,0.921,887.267,18.275,848,966,25.278,215,548,394,87.7,1.413,0.439,0.67,6.381,0,1.909,2.203,1.325,1.893,96.1,76.5,,0,0,0.14198,0,0,0,0.56019,0,0.27315,0,0,0,0,0.02469,19.5503,48.5538,57.809,0,57.809,57.809,0,0,0,0,0,0,0,0,173.427,68.1041
2891,12,99,15,44,8,-6.261,1.046,18.891,1.125,922.882,50.827,854,1109,25.152,274,734,472,115.3,1.451,0.464,0.588,8.942,0.02,1.642,2.27,1.881,1.811,82.3,74.9,94.5,0,0,0.05684,0,0,0,0.82181,0,0.11828,0,0,0,0,0.00307,35.6945,31.0114,58.394,0,58.394,58.394,0,0,0,0,0,0,0,0,175.182,66.7058
2892,14,99,20,43,9,-6.261,1.018,18.966,1.11,986.303,18.515,942,1044,25.227,223,730,509,109.3,1.381,0.699,0.769,10.476,0.082,2.418,2.764,1.802,2.495,150.3,71.2,150.6,0,0,0.00464,0,0,0,0.86708,0,0.12828,0,0,0,0,0,40.0162,0,33.277,0,33.277,33.277,0,0,0,0,0,0,0,0,99.831,40.0162
2893,17,105,20,43,13,-4.869,0.93,20.776,1.076,982.582,28.41,932,1072,25.645,149,607,318,115.5,1.441,0.391,0.706,10.629,0,2.025,2.617,1.914,2.305,136.6,71.1,137.3,0.01698,0.00463,0.35031,0,0,0,0.58796,0,0,0,0,0,0,0.04012,6.6058,63.6698,70.186,0,70.186,70.186,0,0,0,0,0,0,0,0,210.558,70.2756
2894,12,100,18,43,10,-5.697,0.982,19.686,1.076,1093.563,53.461,957,1241,25.383,182,641,437,112.9,1.362,0.661,0.808,9.844,0,2.777,3.1,1.966,2.7,27.1,77.8,21.1,0.00615,0,0.18615,0,0,0,0.80615,0,0.00154,0,0,0,0,0,0,28.6229,26.071,0,26.071,26.071,0,0,0,0,0,0,0,0,78.213,28.6229
2895,17,107,22,41,16,-4.935,1.161,20.405,1.283,1035.776,15.473,997,1087,25.34,183,644,400,129.4,1.289,0.535,0.616,10.027,0.091,2.82,3.116,2.117,3.148,122.7,73.2,135.9,0,0,0.19165,0,0,0,0.80526,0,0,0,0,0,0,0.00309,28.3106,0,58.931,0,58.931,58.931,0,0,0,0,0,0,0,0,176.793,28.3106
2896,14,89,24,44,12,-3.344,1.089,21.985,1.172,1016.703,24.382,957,1096,25.328,122,670,266,115.7,1.411,0.268,0.636,9.957,0,1.932,2.949,2.529,4.204,159.8,76.4,161,0,0,0.23575,0,0,0,0.74422,0,0.00308,0,0,0,0,0.01695,22.9922,64.4027,72.73,0,72.73,72.73,0,0,0,0,0,0,0,0,218.19,87.3949
2897,11,102,27,42,13,-3.522,0.998,21.7,1.113,1038.944,44.701,954,1181,25.223,152,670,316,113,1.458,0.381,0.693,11.715,0.037,2.155,2.952,2.436,3.135,51.1,76.7,57.5,0,0,0.05873,0,0,0,0.92427,0.00155,0.01546,0,0,0,0,0,47.7416,0,86.49,0,86.49,86.49,0,0,0,0,0,0,0,0,259.47,47.7416
2898,12,106,28,39,14,-3.415,1.142,21.577,1.204,1044.64,33.648,973,1171,24.992,183,669,347,116.6,1.53,0.345,0.673,10.768,0,2.344,2.822,2.258,3.333,109.5,75.7,123.3,0.00462,0,0.10923,0,0,0,0.84923,0.02,0.01692,0,0,0,0,0,44.7559,28.6463,69.648,0,69.648,69.648,0,0,0,0,0.6379,0,0,0.6379,208.944,73.4021
2899,21,109,28,38,15,-2.753,1.088,22.181,1.194,996.693,25.055,951,1052,24.934,152,709,288,125.3,1.444,0.281,0.754,10.81,0,1.124,2.446,2.549,3.78,141.1,72,132,0.00922,0.00154,0.34562,0,0,0,0.59447,0.03072,0.0169,0,0,0,0,0.00154,27.9188,56.7165,72.566,0,72.566,72.566,0,0,0,0,42.6756,0,0,42.6756,217.698,84.6353
2900,21,110,26,45,17,-1.719,0.905,23.164,0.945,940.836,28.071,865,990,24.883,122,548,217,91.8,1.441,0.281,0.682,9.296,0.037,0.973,1.898,2.013,2.479,126.3,71.2,124.3,0.01391,0,0.3153,0,0,0,0.6306,0.017,0.02318,0,0,0,0,0,16.1015,42.0636,92.375,0,92.375,92.375,0,0,0,0,0,0,0,0,277.125,58.1651
2901,24,80,36,46,21,-1.538,0.832,23.253,0.95,972.364,22.039,920,1030,24.791,109,619,224,89.7,1.444,0.414,0.761,9.36,0.043,1.096,1.706,1.666,1.464,66.5,67.1,76.8,0.01395,0,0.06047,0,0,0,0.87287,0.00155,0.02791,0,0,0,0,0.02326,2.6623,61.1708,84.757,0,84.757,84.757,0,0,0,0,0,0,0,0,254.271,63.8331
2902,21,95,32,38,14,-1.433,0.571,23.127,0.612,958.583,9.685,920,972,24.56,152,607,245,56.9,1.36,0.425,0.748,8.745,0,0.841,1.157,1.116,0.837,85.1,60.7,95.8,0.01082,0,0.04946,0,0,0,0.70634,0.02009,0.19011,0,0,0,0,0.02318,0.8645,104.6702,34.183,0,34.183,34.183,0,0,0,0,0,0,0,0,102.549,105.5347
2903,18,98,26,34,15,-0.929,0.834,22.847,0.877,942.37,42.638,890,1148,23.777,152,796,268,99.3,1.519,0.337,0.649,11.546,0,0.796,1.711,2.296,1.272,120.5,59.6,126.9,0.00616,0,0.06317,0,0,0,0.59014,0.02157,0.30817,0,0,0,0,0.01079,19.1446,73.8321,87.086,0,87.086,87.086,0,0,0,0,0,55.012,0,55.012,261.258,92.9766
2904,16,101,28,35,18,-1.46,1.309,21.887,1.365,1016.33,66.718,903,1153,23.347,183,822,331,128.6,1.473,0.347,0.664,12.841,0,2.197,3.24,2.821,4.372,73.7,76.6,92.1,0,0,0.01227,0,0,0,0.59509,0.04601,0.34202,0,0,0,0,0.0046,0,67.7308,128.402,0,128.402,128.402,30.1664,0,0,0,0,289.7189,0,319.8853,385.206,67.7308
2905,20,93,31,33,14,-1.408,1.721,21.866,1.806,1065.377,80.574,937,1263,23.274,213,1125,413,169.2,1.402,0.259,0.689,13.249,0,2.309,3.479,3.195,4.745,315.3,66.4,315.6,0.00154,0,0.00923,0,0,0,0.48615,0.06308,0.43385,0,0,0,0,0.00615,1.9315,89.3552,83.911,0,83.911,83.911,32.2552,0,0,0,0,183.2488,0,215.5039,251.733,91.2866
2906,15,106,25,33,13,-1.268,1.483,22.008,1.676,1080.049,95.258,916,1340,23.276,274,983,475,162.4,1.458,0.299,0.693,14.676,0,2.607,3.527,3.096,4.369,275,76.9,294.2,0.00308,0,0.02465,0,0,0,0.55624,0.10324,0.31125,0,0,0,0,0.00154,22.0236,71.7354,40.282,0,40.282,40.282,137.2369,0,0,0,0,62.5493,0,199.7863,120.846,93.759
2907,16,111,32,33,20,-0.359,1.578,22.462,1.694,1137.58,48.066,1042,1255,22.821,183,948,444,167.4,1.434,0.295,0.669,14.936,0,1.766,3.16,3.233,4.588,299.1,78.6,276.2,0,0,0.01237,0,0,0,0.45595,0.14683,0.35703,0,0,0,0,0.02782,32.1996,61.3281,90.878,0,90.878,90.878,130.5282,0,0,0,0,0,0,130.5282,272.634,93.5277
2908,23,114,34,31,18,-0.527,1.848,22.097,2.042,1120.513,41.19,1071,1245,22.624,153,1183,474,209.3,1.378,0.485,0.702,17.575,0,3.254,4.093,3.379,4.289,39,74.6,49.3,0.00927,0,0.03555,0,0,0,0.76971,0.01855,0.16538,0,0,0,0,0.00155,53.8511,19.527,34.388,0,34.388,34.388,0,0,0,0,0,323.7864,0,323.7864,103.164,73.3781
2909,14,96,31,31,6,1.054,1.53,23.662,1.605,1081.184,31.964,1039,1214,22.607,152,1161,325,201.6,1.391,0.305,0.728,14.164,0,1.298,2.607,2.948,2.726,124.5,62.9,126.5,0,0,0.00618,0,0,0,0.49614,0,0.49768,0,0,0,0,0,0,44.4755,0,0,0,0,0,0,0,0,0,155.5862,0,155.5862,0,44.4755
2910,17,93,30,30,18,1.621,0.708,24.233,0.76,1070.381,14.151,1045,1099,22.612,151,847,245,74.9,1.403,0.22,0.595,12.019,0,0.833,1.384,1.75,0.931,111.5,73.5,104.2,0.00308,0,0.03082,0,0,0,0.453,0.00154,0.45146,0,0,0,0,0.06009,0,78.6732,48.229,0,48.229,48.229,0,0,0,0,0,0,0,0,144.687,78.6732
2911,15,90,31,29,3,2.065,0.48,24.509,0.519,1068.739,10.636,1047,1094,22.444,152,385,235,32.7,1.502,0.339,0.683,3.787,0,0.748,0.809,0.495,0.563,181.8,75.3,183.5,0,0,0.02778,0,0,0,0.27932,0.00309,0.68364,0,0,0,0,0.00617,29.0496,61.2921,40.242,0,40.242,40.242,0,0,0,0,0,0,0,0,120.726,90.3418
2912,8,74,41,26,10,2.45,0.504,24.779,0.415,1078.243,12.253,1050,1107,22.329,152,361,231,35.1,1.53,0.344,0.619,3.797,0.01,0.754,0.872,0.568,0.595,83.9,73.8,,0,0,0.04791,0,0,0,0.30448,0.01082,0.62751,0,0,0,0,0.00927,23.5204,28.8647,44.268,0,44.268,44.268,0,0,0,0,0,0,0,0,132.804,52.3851
2913,9,73,31,26,8,2.211,0.408,24.671,0.47,1100.381,11.073,1083,1130,22.46,174,333,237,27.3,1.522,0.557,0.763,1.865,0.029,0.635,0.647,0.327,0.447,111.3,71.1,110.9,0,0,0.1876,0,0,0,0.08372,0.0093,0.71783,0,0,0,0,0.00155,0,22.3192,42.98,0,42.98,42.98,0,0,0,0,0,0,0,0,128.94,22.3192
2914,22,89,38,34,26,2.696,0.48,24.934,0.32,1094.941,8.306,1076,1122,22.238,130,305,200,33.8,1.486,0.508,0.716,2.022,0.042,0.686,0.704,0.348,0.484,106.5,73.3,114,0,0,0.16975,0,0,0,0.05556,0,0.75,0,0,0,0,0.02469,0,51.4501,60.409,0,60.409,60.409,0,0,0,0,0,0,0,0,181.227,51.4501
3014,15,146,21,45,12,-6.441,0.692,18.736,0.748,870.568,28.432,826,984,25.177,292,701,480,70.9,1.501,0.581,0.867,7.471,0.057,1.768,2.057,1.297,1.519,303,78.4,290,0.00154,0,0.07716,0,0,0,0.56944,0,0.34722,0.00463,0,0,0,0,1.0569,21.2818,45.304,0,45.304,45.304,0,0,0,0,0,0,0,0,135.912,22.3386
3015,13,115,15,43,9,-6.037,0.764,18.912,0.816,970.607,39.45,852,1027,24.949,355,699,531,79,1.491,0.317,0.566,7.807,0.041,1.815,1.997,1.136,1.334,274.8,78.1,293,0,0,0.04791,0,0,0,0.64297,0,0.29212,0.00155,0,0,0,0.01546,0,62.023,34.07,0,34.07,34.07,0,0,0,0,0,0,0,0,102.21,62.023
3016,12,102,22,42,9,-5.799,0.803,19.296,0.845,1007.356,23.563,951,1042,25.095,244,672,490,79.4,1.333,0.708,0.715,8.291,0.062,2.018,2.404,1.581,2.207,208.3,76.5,220.8,0,0,0.06605,0,0,0,0.87097,0,0.06298,0,0,0,0,0,30.31,19.9534,36.967,0,36.967,36.967,0,0,0,0,0,0,0,0,110.901,50.2635
3017,13,108,26,42,11,-4.997,1.215,20.263,1.235,964.525,27.93,905,1039,25.26,172,626,403,133.3,1.114,0.751,0.792,10.284,0,2.306,2.846,2.047,2.51,144.7,68.5,142,0.00619,0,0.08049,0,0,0,0.90248,0,0.00464,0,0,0,0,0.00619,14.756,19.9412,56.043,0,56.043,56.043,0,0,0,0,0,0,0,0,168.129,34.6972
3018,12,114,28,41,8,-4.417,1.19,20.859,1.224,1009.787,28.143,934,1064,25.277,177,697,351,123.4,1.464,0.498,0.752,8.656,0.055,2.86,3.165,2.002,2.933,30.2,79.7,40,0.00155,0.00155,0.20093,0,0,0,0.7728,0,0,0.00618,0,0,0,0.017,28.9381,45.8334,88.879,0,88.879,88.879,0,0,0,0,0,0,0,0,266.637,74.7714
3019,16,109,25,43,13,-4.403,0.967,20.714,1.04,1000.141,17.289,963,1028,25.117,231,731,429,102.3,1.297,0.419,0.69,8.642,0.03,2.203,2.526,1.816,2.785,335.3,79.2,347.5,0.00309,0,0.30294,0,0,0,0.69088,0,0,0,0,0,0,0.00309,29.2824,41.7934,32.483,0,32.483,32.483,0,0,0,0,0,0,0,0,97.449,71.0758
3020,15,116,20,42,14,-3.289,1.009,21.883,1.103,968.358,19.868,915,1020,25.172,150,703,321,117.1,1.425,0.226,0.418,10.218,0.042,2.491,3.097,2.322,3.654,140,75.5,142.5,0,0,0.18126,0,0,0,0.81874,0,0,0,0,0,0,0,20.2111,22.7385,51.935,0,51.935,51.935,0,0,0,0,0,0,0,0,155.805,42.9497
3021,11,93,27,38,12,-3.168,1.041,21.89,1.076,984.951,17.858,939,1023,25.059,152,670,320,105.9,1.47,0.385,0.655,9.903,0.01,2.573,3.217,2.297,3.424,116.6,78.8,,0,0,0.07407,0,0,0,0.90586,0,0,0.01543,0,0,0,0.00463,5.0525,47.8463,84.88,0,84.88,84.88,0,0,0,0,0,0,0,0,254.64,52.8988
3022,15,109,28,38,13,-3.438,1.018,21.488,1.123,993.488,16.093,941,1039,24.926,210,730,378,123.2,1.392,0.41,0.613,11.405,0.077,1.648,2.433,2.138,2.519,65.1,74.4,76.8,0,0,0.0356,0,0,0,0.95201,0,0.01238,0,0,0,0,0,0,45.688,56.615,0,56.615,56.615,0,0,0,0,0,0,0,0,169.845,45.688
3023,14,96,20,38,11,-3.052,1.031,21.79,1.093,939.238,31.645,896,1018,24.843,182,682,358,110.3,1.443,0.529,0.744,9.281,0.032,1.785,2.494,1.986,2.815,157.2,76,149.1,0,0,0.01698,0,0,0,0.97377,0,0.00926,0,0,0,0,0,2.173,101.793,82.805,0,82.805,82.805,0,0,0,0,0,0,0,0,248.415,103.966
3024,24,107,30,48,25,-1.862,0.774,22.994,0.834,948.126,19.686,899,996,24.856,122,610,254,80.2,1.432,0.284,0.413,9.217,0.055,1.513,1.956,1.535,1.728,105.1,73.8,108.8,0,0,0.05837,0,0,0,0.94163,0,0,0,0,0,0,0,0,86.1289,96.877,0,96.877,96.877,0,0,0,0,0,0,0,0,290.631,86.1289
3025,20,92,32,46,24,-2.205,0.945,22.36,1.044,958.765,16.909,923,1006,24.565,152,708,316,103.3,1.53,0.272,0.554,12.523,0.059,2.436,3.03,2.39,2.921,29.4,77.2,46.7,0,0,0,0,0,0,0.99846,0,0.00154,0,0,0,0,0,0,22.6952,125.997,0,125.997,125.997,0,0,0,0,0,0,0,0,377.991,22.6952
3026,18,88,27,37,17,-2.427,0.912,21.694,1.052,954.824,23.426,906,1024,24.122,213,761,388,95.8,1.4,0.533,0.679,10.011,0.073,2.008,2.61,2.017,2.185,5,75.7,8,0,0,0.00154,0,0,0,0.98148,0,0.01698,0,0,0,0,0,23.2718,31.5635,80.181,0,80.181,80.181,0,0,0,0,0,10.4499,0,10.4499,240.543,54.8353
3027,11,87,24,40,13,-3.111,1.33,20.325,1.423,902.136,30.064,836,977,23.436,294,975,527,142.7,1.464,0.475,0.668,11.857,0.231,3.394,3.846,2.245,3.106,66.9,76.5,82.4,0,0,0.02782,0,0,0,0.95054,0,0.02164,0,0,0,0,0,45.4174,0,79.843,0,79.843,79.843,0,0,0,0,0,399.9112,0,399.9112,239.529,45.4174
3028,14,102,23,40,12,-1.868,1.324,21.478,1.434,889.228,45.404,804,1000,23.347,272,929,463,154.1,1.42,0.413,0.677,11.32,0.014,1.526,2.497,2.428,2.487,91.9,64.3,100.8,0.00155,0,0.02941,0,0,0,0.69505,0.02632,0.24768,0,0,0,0,0,18.2363,24.1436,26.739,0,26.739,26.739,0,0,0,0,0,221.7153,0,221.7153,80.217,42.3799
3029,19,102,24,35,8,-1,0.93,22.477,0.957,924.613,25.638,879,1002,23.477,304,1020,445,108.8,1.457,0.259,0.727,9.323,0.042,1.252,1.931,1.836,1.787,80.3,68.8,91.3,0,0,0.00774,0,0,0,0.36997,0.1192,0.48762,0,0,0,0,0.01548,37.7036,45.2704,36.471,0,36.471,36.471,0,0,0,0,0,188.2008,0,188.2008,109.413,82.974
3030,23,99,31,36,12,-0.392,0.534,22.79,0.5,937.421,46.076,877,1084,23.182,335,710,415,50,1.384,0.248,0.659,6.314,0,0.739,0.854,0.736,0.587,102.4,65.7,111.3,0.00309,0,0.0216,0,0,0,0.12654,0.38117,0.45216,0,0,0,0,0.01543,0.0355,70.7447,58.115,0,58.115,58.115,0,0,0,0,0,32.0538,0,32.0538,174.345,70.7802
3031,13,110,29,36,7,-0.552,0.672,21.846,0.627,1023.428,74.751,928,1261,22.398,365,878,486,71.9,1.496,0.312,0.622,7.768,0.01,0.775,1.041,1.025,0.668,47.7,61.6,57.9,0.00308,0,0.04468,0,0,0,0.16333,0.07242,0.69492,0,0,0,0,0.02157,0,110.4727,81.15,0,81.15,81.15,0,0,0,0,0,24.4042,0,24.4042,243.45,110.4727
3032,15,102,22,33,10,-1.965,1.73,20.484,1.882,1129.356,59.57,1003,1239,22.449,304,1188,623,184,1.466,0.252,0.586,10.092,0.096,2.082,3.02,2.399,2.984,241.3,74.8,247.1,0,0,0,0,0,0,0.5023,0.00307,0.49462,0,0,0,0,0,33.1432,55.925,36.515,0,36.515,36.515,0,0,0,0,0,299.1539,0,299.1539,109.545,89.0681
3033,18,93,39,33,16,0.097,1.51,22.752,1.578,1102.495,42.714,1027,1236,22.655,213,1139,406,163,1.407,0.373,0.766,12.495,0,2.472,3.241,2.541,3.864,171,74.3,171.3,0,0,0.00308,0,0,0,0.56703,0.00154,0.41294,0,0,0,0,0.01541,4.9572,108.8454,48.913,0,48.913,48.913,0,0,27.828,0,0,369.8038,0,397.6318,146.739,113.8026
3034,23,109,43,29,19,0.858,1.919,23.343,2.009,1075.389,15.936,1052,1134,22.485,183,1219,393,210.9,1.347,0.341,0.689,15.74,0.014,1.641,3.214,3.299,4.344,118.2,68.3,120,0,0,0.00154,0,0,0,0.52,0,0.47231,0,0,0,0,0.00615,0,59.0645,30.395,0,30.395,30.395,0,0,3.1625,0,0,162.9464,0,166.1089,91.185,59.0645
3035,9,80,27,29,10,2.298,0.478,24.638,0.487,1057.745,10.043,1026,1073,22.34,183,485,274,37.6,1.481,0.459,0.645,4.718,0,0.862,0.952,0.587,0.625,91.9,75.6,106.4,0,0.00154,0.03385,0,0,0,0.10154,0.00615,0.85692,0,0,0,0,0,30.6711,15.3511,35.145,0,35.145,35.145,0,0,0,0,0,0,0,0,105.435,46.0222
3036,14,92,43,27,8,2.752,0.463,24.791,0.44,1082.942,23.097,1033,1118,22.038,199,553,274,37.8,1.471,0.381,0.754,5.601,0.03,0.804,0.983,0.786,0.605,85.2,72.8,91.1,0.00769,0.02154,0.08615,0,0,0.00154,0.2,0.00462,0.62769,0.05077,0,0,0,0,31.9764,0,99.649,0,99.649,99.649,0,0,0,0,0,0,0,0,298.947,31.9764
3037,8,73,35,26,8,2.282,0.552,24.366,0.589,1123.495,14.004,1089,1151,22.083,200,507,294,53.2,1.458,0.302,0.633,4.876,0.073,0.966,1.179,0.843,0.838,150,73.7,148.3,0,0,0.04012,0,0,0,0.31944,0.00463,0.61265,0,0,0,0,0.02315,0,45.0993,35.38,0,35.38,35.38,0,0,0,0,0,0,0,0,106.14,45.0993
3139,16,141,23,45,9,-6.161,0.777,18.981,0.791,863.45,28.715,818,928,25.142,335,700,492,78.7,1.506,0.564,0.776,8.328,0.092,2.067,2.347,1.436,1.812,67,76,65,0,0,0.08823,0,0,0,0.66563,0,0.23529,0.0031,0,0,0,0.00774,21.3001,0,29.115,0,29.115,29.115,0,0,0,0,0,0,0,0,87.345,21.3001
3140,15,116,25,45,10,-5.935,0.878,19.003,0.933,948.975,25.266,842,1004,24.938,274,744,540,90.3,1.459,0.519,0.765,8.411,0.104,2.447,2.773,1.743,2.53,107.7,77.8,110,0,0,0.04644,0,0,0,0.67802,0,0.27399,0,0,0,0,0.00155,16.4871,32.7487,45.158,0,45.158,45.158,0,0,0,0,0,0,0,0,135.474,49.2359
3141,15,106,22,44,10,-5.858,0.947,19.209,1.036,1001.283,14.668,956,1038,25.066,213,675,514,100.4,1.265,0.649,0.527,9.492,0.093,2.497,2.822,1.821,2.371,159,78.4,151,0,0,0.017,0,0,0,0.87635,0,0.10665,0,0,0,0,0,8.4354,0,37.285,0,37.285,37.285,0,0,0,0,0,0,0,0,111.855,8.4354
3142,15,99,17,44,15,-5.194,1.171,19.894,1.24,1011.718,26.885,953,1069,25.088,183,703,457,124.1,1.359,0.624,0.688,10.546,0.103,2.687,3.191,2.059,2.702,125.3,73,125.9,0.00462,0,0.16615,0,0,0,0.78462,0.00923,0.03539,0,0,0,0,0,71.722,0,48.075,0,48.075,48.075,0,0,0,0,0,0,0,0,144.225,71.722
3143,9,107,30,44,8,-4.378,1.071,20.744,1.2,1011.086,45.615,952,1159,25.122,183,725,429,118,1.482,0.564,0.775,8.57,0.106,2.189,2.477,1.554,1.928,94.6,72.1,112.9,0.00463,0,0.24691,0,0,0,0.74691,0,0,0.00154,0,0,0,0,38.0621,44.9119,50.368,0,50.368,50.368,0,0,0,0,0,0,0,0,151.104,82.974
3144,20,124,27,43,15,-3.971,0.852,21.19,0.936,974.34,12.063,951,1038,25.161,244,730,415,97.1,1.361,0.468,0.645,8.676,0,1.41,2.071,1.786,2.29,105.5,72.7,110.4,0.00309,0,0.21947,0,0,0,0.75889,0,0,0,0,0,0,0.01855,27.1005,69.3092,27.259,0,27.259,27.259,0,0,0,0,0,0,0,0,81.777,96.4097
3145,16,110,26,44,14,-3.203,0.872,21.882,0.957,976.932,11.905,940,997,25.085,185,685,334,93.6,1.346,0.323,0.62,9.732,0.122,1.857,2.523,1.937,2.304,125.3,75.8,126.7,0,0,0.17802,0,0,0,0.8096,0,0,0,0,0,0,0.01238,49.5155,30.0145,67.194,0,67.194,67.194,0,0,0,0,0,0,0,0,201.582,79.53
3146,15,102,23,39,12,-3.506,0.947,21.406,1.026,987.058,15.473,954,1024,24.912,213,730,396,103,1.472,0.394,0.706,10.241,0.064,2.116,2.907,2.319,3.492,349.4,78,345,0.00769,0,0.15231,0,0,0,0.81385,0,0,0.02154,0,0,0,0.00462,28.4765,1.7843,38.69,0,38.69,38.69,0,0,0,0,0,0,0,0,116.07,30.2608
3147,18,101,23,40,17,-3.569,0.873,21.236,0.951,957.665,15.626,918,990,24.805,245,761,425,93.4,1.493,0.415,0.687,9.741,0.023,2.161,2.759,2.009,2.967,192.2,78.3,207.5,0,0,0.04019,0,0,0,0.95672,0,0.00309,0,0,0,0,0,32.2314,19.7498,58.017,0,58.017,58.017,0,0,0,0,0,0,0,0,174.051,51.9812
3148,8,91,22,40,9,-3.477,0.862,21.277,0.923,956.045,22.009,910,1016,24.754,278,791,439,93.8,1.416,0.41,0.743,9.291,0.029,1.747,2.471,2.024,2.611,75.2,77.2,90.8,0,0,0.03096,0,0,0,0.9644,0,0.00464,0,0,0,0,0,0,42.4511,43.375,0,43.375,43.375,0,0,0,0,0,0,0,0,130.125,42.4511
3149,22,109,26,49,22,-2.543,0.947,22.375,1.013,909.392,23.354,860,966,24.918,152,718,345,101.3,1.439,0.338,0.555,9.566,0.01,2.421,2.893,1.985,2.769,159.1,73.6,158.7,0,0,0.01852,0,0,0,0.97222,0,0,0,0,0,0,0.00926,0,44.0256,75.527,0,75.527,75.527,0,0,0,0,0,0,0,0,226.581,44.0256
3150,18,91,29,47,21,-1.811,0.71,22.868,0.841,894.876,25.301,855,933,24.68,183,538,283,72.5,1.288,0.816,0.8,8.405,0.057,1.626,2.039,1.421,1.582,4.2,76.5,365,0,0,0.02322,0,0,0,0.97368,0,0.0031,0,0,0,0,0,28.8942,9.1685,111.513,0,111.513,111.513,0,0,0,0,0,0,0,0,334.539,38.0627
3151,21,50,20,38,9,-2.493,1.397,21.41,1.547,863.097,41.814,787,943,23.903,213,881,432,147.5,1.473,0.431,0.734,12.795,0.092,2.485,3.179,2.464,3.032,5.9,76,10,0,0,0.00616,0,0,0,0.9923,0,0.00154,0,0,0,0,0,4.4889,36.3555,59.225,0,59.225,59.225,0,0,0,0,0,0,0,0,177.675,40.8444
3152,26,75,26,36,25,-2.528,1.62,20.946,1.714,886.592,62.5,724,988,23.474,244,975,502,173.4,1.443,0.418,0.708,11.599,0.042,3.492,3.934,2.603,3.69,356.2,78.2,367.1,0.00154,0,0.05692,0,0,0,0.93231,0,0.00923,0,0,0,0,0,20.9601,26.8745,67.252,3.198,67.252,67.252,0,0,0,0,0,0.899,0,0.899,204.954,47.8347
3153,18,76,16,43,9,-3.148,1.478,20.012,1.584,933.24,41.665,842,1040,23.16,335,1188,649,163.1,1.406,0.383,0.701,12.516,0.383,4.159,4.594,2.58,3.384,22.3,78.9,354.4,0,0,0,0,0,0,0.98769,0,0.01231,0,0,0,0,0,4.189,0,61.309,0,61.309,61.309,0,0,0,0,0,353.5085,0,353.5085,183.927,4.189
3154,23,94,16,43,12,-3.682,1.607,19.343,1.757,978.158,34.604,890,1063,23.025,457,1248,773,174.8,1.389,0.323,0.68,11.295,0.115,4.209,4.421,2.467,3.74,75.7,80.2,,0,0,0.00155,0,0,0,0.97063,0,0.02782,0,0,0,0,0,0,33.5928,31.788,0,31.788,31.788,0,0,0,0,0,529.7784,0,529.7784,95.364,33.5928
