hexid,amphPrev,birdPrev,fishPrev,mammPrev,reptPrev,jan.avg,jan.stdev,jul.avg,jul.stdev,ppt.avg,ppt.stdev,ppt.min,ppt.max,seas.avg,elev.min,elev.max,elev.avg,elev.stdev,fractal,dominance,contagion,slope.max,slope.min,slope.med,slope.avg,slope.stdev,slope.iqr,aspect.avg,aspect.dev,aspect.med,crop.pasture,grass.crop,wood.crop,grass,shrub,grass.shrub,deciduous,evergreen,mix.forest,water,coast.wet,barren,tundra,urban,roads.maj,roads.min,streams.maj,streams.per,streams.int,streams.bra,fed.park,fed.refuge,fed.wilder,fed.indian,fed.mil,fed.forest,non.fed,federal,stream,roads
3155,22,111,27,40,13,-2.849,1.542,19.725,1.655,1039.048,45.342,928,1109,22.574,457,1276,752,166.5,1.374,0.359,0.667,10.971,0.084,3.582,3.93,2.482,3.681,122.8,73.2,130,0,0,0.00154,0,0,0,0.95833,0,0.04012,0,0,0,0,0,0,30.4147,62.084,0,62.084,62.084,0,0,0,0,0,568.8898,0,568.8898,186.252,30.4147
3156,14,103,29,36,9,-1.459,1.28,21.002,1.361,1066.828,12.694,1047,1099,22.461,395,1280,631,144.9,1.481,0.418,0.735,12.913,0.283,3.55,4.079,2.595,3.936,184.5,74.3,168.3,0,0,0,0,0,0,0.90417,0,0.09428,0,0,0,0,0.00155,6.0378,0,59.26,0,59.26,59.26,0,0,0,0,0,532.5645,0,532.5645,177.78,6.0378
3157,19,97,30,33,10,-0.57,1.322,22.023,1.423,1046.941,32.606,1000,1201,22.594,274,1036,514,160.1,1.41,0.414,0.704,13.192,0.072,2.749,3.801,2.948,3.982,111.3,75.2,128.6,0,0,0.00773,0,0,0,0.62287,0.00464,0.36012,0,0,0,0,0.00464,26.4892,60.0133,38.969,0,38.969,38.969,0,0,0,0,0,400.4251,0,400.4251,116.907,86.5025
3158,12,88,39,34,8,-0.057,1.549,22.553,1.654,1098.017,43.971,954,1206,22.61,243,1022,470,168.3,1.336,0.435,0.711,14.763,0.133,3.354,3.907,2.752,3.806,101.8,77.3,107.3,0,0,0.00774,0,0,0,0.74149,0,0.24923,0,0,0,0,0.00155,0,52.0356,63.911,0,63.911,63.911,0,0,0,0,0,394.7728,0,394.7728,191.733,52.0356
3159,14,96,41,34,11,0.96,1.085,23.354,1.164,1066.4,41.69,981,1133,22.394,274,767,418,110,1.474,0.265,0.605,10.668,0.01,1.977,2.894,2.333,3.585,126.5,78.2,132.9,0,0,0.00464,0,0,0,0.39413,0.03709,0.5626,0,0,0,0,0.00155,0,123.2999,24.416,0,24.416,24.416,0,0,0,0,0,141.9155,0,141.9155,73.248,123.2999
3160,12,108,47,30,10,1.96,0.675,24.065,0.778,1027.329,23.195,979,1112,22.105,244,951,350,78.1,1.431,0.263,0.718,10.636,0,0.949,1.56,1.683,1.386,85.9,69.1,91.7,0.00154,0,0.02623,0,0,0.00154,0.3071,0.03241,0.52932,0,0,0,0,0.10185,11.9409,85.0653,36.685,0,36.685,36.685,2.7277,0,0,0,0,0,0,2.7277,110.055,97.0063
3161,12,95,48,27,5,1.813,0.706,23.728,0.742,1082.039,23.889,1034,1143,21.915,274,803,396,83,1.448,0.266,0.585,9.19,0.073,1.07,1.415,1.212,0.944,109.7,68.4,114.8,0,0,0.00617,0,0,0,0.25154,0.04321,0.69444,0,0,0,0,0.00463,2.6616,28.2716,77.357,0,77.357,77.357,0,0,0,0,0,0,0,0,232.071,30.9333
3162,19,86,42,28,20,1.767,0.769,23.78,0.846,1172.395,47.962,1066,1239,22.012,229,944,354,82.4,1.476,0.296,0.596,8.505,0.032,0.952,1.212,1.139,0.847,93.5,65.9,98.3,0,0,0.01705,0,0,0,0.51938,0,0.46357,0,0,0,0,0,4.066,9.1713,70.15,0,70.15,70.15,0,0,0,0,0,0,0,0,210.45,13.2373
3265,15,137,15,45,8,-7.122,0.734,17.846,0.801,967.628,31.255,901,1048,24.968,396,763,616,70.5,1.481,0.523,0.735,6.467,0.062,1.724,1.923,1.091,1.411,99.7,77.1,96.4,0,0,0.01846,0,0,0,0.63231,0,0.34923,0,0,0,0,0,0,0,42.173,0,42.173,42.173,0,0,0,0,0,0,0,0,126.519,0
3266,15,110,23,45,9,-6.933,0.776,18.031,0.846,1012.703,13.279,984,1044,24.964,396,761,613,76.6,1.488,0.314,0.424,7.222,0.059,1.984,2.235,1.334,1.744,141.2,75.1,148.2,0,0,0.00929,0,0,0,0.4195,0,0.57121,0,0,0,0,0,24.3517,24.3484,20.612,0,20.612,20.612,0,0,0,0,0,0,0,0,61.836,48.7001
3267,17,105,24,46,12,-5.637,0.93,19.262,1.013,1007.042,14.72,976,1063,24.9,245,683,501,93.9,1.437,0.484,0.569,9.711,0.196,2.605,2.963,1.711,2.358,144.4,76.9,159.2,0,0,0.03086,0,0,0,0.74074,0,0.2284,0,0,0,0,0,27.4661,0,62.509,0,62.509,62.509,0,0,0,0,0,0,0,0,187.527,27.4661
3268,15,97,14,45,15,-5.232,1.046,19.646,1.182,1013.56,18.595,982,1079,24.878,213,673,484,116.2,1.37,0.629,0.753,9.561,0.059,2.269,2.704,1.801,2.255,147.4,77.1,156.2,0,0,0.20711,0,0,0,0.76043,0,0.03246,0,0,0,0,0,26.1479,0,63.732,0,63.732,63.732,0,0,0,0,0,0,0,0,191.196,26.1479
3269,12,104,30,40,10,-4.988,0.739,19.961,0.766,1044.119,26.646,995,1150,24.949,274,724,481,79,1.442,0.442,0.758,5.151,0.032,1.349,1.515,0.936,1.189,350.3,73.9,340.8,0,0.00308,0.62866,0,0,0,0.36518,0,0.00154,0,0,0,0,0.00154,1.8896,52.2349,85.725,0,85.725,85.725,0,0,0,0,0,0,0,0,257.175,54.1245
3270,15,102,18,40,10,-4.96,1.101,19.937,1.178,1028.173,31.668,983,1106,24.896,274,791,522,113.6,1.461,0.482,0.702,8.459,0.106,1.695,2.076,1.516,1.801,273.4,79.6,273,0,0.00464,0.41886,0,0,0,0.56723,0,0,0,0,0,0,0.00927,22.4621,23.254,33.54,0,33.54,33.54,0,0,0,0,0,0,0,0,100.62,45.7161
3271,17,114,22,41,12,-4.45,1.323,20.335,1.454,1018.6,36.386,970,1102,24.785,274,767,513,146.5,1.325,0.519,0.792,10.765,0.037,2.397,2.906,2.22,2.917,84.9,77.2,89.6,0,0.00309,0.14219,0,0,0,0.78362,0,0.00155,0,0,0,0,0.06955,20.1831,45.1835,45.609,0,45.609,45.609,0,0,0,0,0,0,0,0,136.827,65.3666
3272,12,102,16,40,8,-4.558,1.273,20.113,1.424,1014.144,59.549,918,1171,24.671,304,890,568,149.2,1.396,0.498,0.721,9.281,0.073,2.19,2.527,1.627,1.944,59.1,75.5,68.2,0,0,0.06028,0,0,0,0.91654,0,0.01082,0.00155,0,0,0,0.01082,0,37.297,44.496,0,44.496,44.496,0,0,0,0,0,0,0,0,133.488,37.297
3273,14,111,25,42,13,-4.114,1.331,20.554,1.514,970.551,42.292,904,1061,24.668,334,889,532,163.2,1.432,0.501,0.818,9.725,0.042,1.716,2.199,1.853,1.611,85.1,73.9,94.9,0,0.00154,0.08154,0,0,0,0.90462,0,0.00308,0.00154,0,0,0,0.00769,25.6933,68.6882,40.578,0,40.578,40.578,0,0,0,0,0,0,0,0,121.734,94.3815
3274,17,102,15,40,9,-4.428,1.238,20.142,1.378,989.681,33.764,926,1047,24.57,244,881,582,139.4,1.38,0.425,0.617,12.149,0.01,2.639,3.099,2.138,2.444,84.1,72.3,94.8,0,0,0.02311,0,0,0,0.97535,0,0,0,0,0,0,0.00154,0,27.1525,47.544,0,47.544,47.544,0,0,0,0,0,0,0,0,142.632,27.1525
3275,25,127,21,52,20,-4.08,1.801,20.528,2.093,956.042,65.278,860,1090,24.608,183,867,556,210,1.383,0.367,0.679,11.721,0.082,2.71,3.14,2.336,2.924,104,72.4,107.2,0.00154,0,0.0679,0,0,0,0.8858,0,0.00309,0,0,0,0,0.04167,12.9833,78.184,54.652,0,54.652,54.652,0,0,0,0,0,0,0,0,163.956,91.1673
3276,25,110,23,48,21,-2.555,1.433,21.43,1.594,908.572,76.275,797,1069,23.985,213,887,483,177.5,1.446,0.365,0.661,11.659,0.068,3.191,3.64,2.379,3.25,86.2,71.5,103.2,0,0,0.03709,0,0,0,0.95981,0,0,0.00309,0,0,0,0,32.1898,43.0978,76.887,0,76.887,76.887,0,0,0,0,0,0,0,0,230.661,75.2876
3277,19,82,22,39,17,-3.302,1.945,20.221,2.139,916.407,138.604,726,1363,23.523,274,1128,631,224.5,1.343,0.467,0.75,13.064,0.1,2.61,3.47,2.664,4.011,74.3,67.9,88.7,0.00309,0,0.02315,0,0,0,0.90895,0.04167,0.01852,0.00463,0,0,0,0,32.6697,13.1544,59.213,0,59.213,59.213,0,0,0,0,0,0,0,0,177.639,45.8241
3278,13,99,30,44,14,-3.295,2.392,19.918,2.689,895.144,76.183,711,1146,23.213,300,1432,679,290.5,1.409,0.361,0.78,13.678,0.052,5.421,5.443,3.3,5.304,84.6,70,95.6,0.00309,0,0.06492,0,0,0,0.86708,0.04482,0.02009,0,0,0,0,0,36.2966,23.1876,59.951,0,59.951,59.951,184.4794,0,29.2772,0,0,164.3903,0,378.1468,179.853,59.4842
3279,25,89,23,43,18,-3.924,1.818,18.982,1.973,1031.602,75.595,915,1359,22.906,426,1442,788,211,1.407,0.375,0.702,14.544,0.277,4.594,4.947,2.936,4.259,44.2,76.5,67.5,0,0,0,0,0,0,0.96148,0.00154,0.03698,0,0,0,0,0,13.3837,75.0113,60.788,0,60.788,60.788,146.1947,0,0,0,0,193.1505,0,339.3452,182.364,88.3949
3280,16,113,21,51,11,-4.224,1.251,18.273,1.408,1108.983,66.868,970,1255,22.497,582,1309,910,144.9,1.392,0.257,0.512,11.378,0.128,3.627,4.028,2.291,3.496,70.3,73.1,86,0,0,0,0,0,0,0.91821,0,0.08179,0,0,0,0,0,5.5452,42.5748,58.186,0,58.186,58.186,0,0,0,0,0,96.6087,0,96.6087,174.558,48.12
3281,17,111,29,45,8,-2.726,1.398,19.638,1.492,1094.055,28.536,1049,1158,22.365,487,1232,805,156.3,1.422,0.254,0.494,11.991,0.157,3.854,4.17,2.406,3.619,155.5,75.5,142.9,0,0,0,0,0,0,0.96615,0,0.03385,0,0,0,0,0,0,41.1375,95.204,0,95.204,95.204,0,0,0,0,0,199.2379,0,199.2379,285.612,41.1375
3282,20,106,37,36,12,-0.557,1.407,21.792,1.541,1050.428,28.688,990,1124,22.349,374,1127,640,163.8,1.448,0.281,0.612,11.386,0.052,2.796,3.41,2.402,3.25,166.4,77.7,145.4,0,0,0,0,0,0,0.98154,0,0.01846,0,0,0,0,0,39.8149,29.2435,82.633,0,82.633,82.633,0,0,0,0,0,648.7311,0,648.7311,247.899,69.0584
3283,22,93,39,32,23,0.026,1.731,22.48,1.865,1011.058,32.38,956,1168,22.454,302,1270,544,196.9,1.405,0.472,0.702,14.823,0.122,3.676,4.307,2.98,4.466,174.4,77,173.3,0,0,0.01539,0,0,0,0.90923,0,0.06615,0,0,0,0,0.00923,0,76.3086,86.463,0,86.463,86.463,0,0,0,0,0,648.7326,0,648.7326,259.389,76.3086
3284,10,106,39,34,8,0.202,1.585,22.773,1.652,1028.399,21.796,975,1102,22.572,304,1127,508,177.5,1.413,0.279,0.525,12.44,0,2.908,3.724,2.806,4.117,71.6,76.6,90,0,0,0,0,0,0,0.7735,0.0077,0.2188,0,0,0,0,0,0,17.9125,91.448,0,91.448,91.448,0,0,0,0,0,516.8127,0,516.8127,274.344,17.9125
3285,18,93,52,37,11,0.458,1.39,22.719,1.44,1012.865,16.919,982,1070,22.261,301,1067,507,155.4,1.374,0.308,0.622,14.112,0.023,3.063,3.708,2.908,4.094,110.9,73.1,121,0.00307,0,0.04916,0,0,0.01075,0.56221,0.0169,0.26882,0,0,0,0,0.08909,29.2617,71.9001,61.219,0,61.219,61.219,0,0,0,0,0,192.3889,0,192.3889,183.657,101.1618
3286,15,95,50,38,10,-0.802,1.53,21.058,1.696,1081.408,48.752,1002,1213,21.86,337,1141,640,170.2,1.367,0.37,0.565,14.457,0.152,2.878,3.569,2.635,3.641,49.6,77.9,77.5,0,0,0,0,0,0,0.49692,0,0.50308,0,0,0,0,0,0,98.0961,64.253,0,64.253,64.253,0,0,0,0,0,0,0,0,192.759,98.0961
3287,19,96,46,30,13,-1.18,1.414,20.633,1.493,1193.453,85.143,1058,1386,21.813,333,1006,703,137.7,1.353,0.495,0.72,10.735,0.074,1.473,1.983,1.729,1.222,89.8,73.5,103.2,0,0,0.00154,0,0,0,0.27957,0,0.71889,0,0,0,0,0,30.9778,58.6542,41.128,0,41.128,41.128,0,0,0,0,0,0,0,0,123.384,89.632
3288,20,96,38,29,12,-1.026,1.761,20.794,1.91,1216.629,56.417,1082,1393,21.82,329,1046,675,198.9,1.489,0.369,0.656,11.036,0.145,1.848,2.585,2.098,2.22,154.2,67.1,151.3,0,0,0.00154,0,0,0,0.547,0,0.44838,0,0,0,0,0.00308,29.106,48.6484,82.785,0,82.785,82.785,0,0,0,0,0,0,0,0,248.355,77.7544
3392,14,121,26,45,8,-7.567,0.595,17.349,0.618,1026.184,15.656,991,1054,24.917,487,766,652,60.3,1.487,0.547,0.706,5.714,0.113,1.715,1.833,0.906,1.257,282.6,78.1,,0,0,0.01391,0,0,0,0.34776,0,0.63679,0,0,0,0,0.00155,0,17.6186,43.25,0,43.25,43.25,0,0,0,0,0,0,0,0,129.75,17.6186
3393,11,114,30,43,13,-6.498,0.813,18.242,0.821,1021.72,10.663,1003,1057,24.74,335,731,568,78,1.409,0.417,0.578,7.577,0.073,2.046,2.28,1.296,1.68,167.2,74.5,168.8,0,0,0.00308,0,0,0,0.21231,0,0.78462,0,0,0,0,0,0,4.541,45.972,0,45.972,45.972,0,0,0,0,0,0,0,0,137.916,4.541
3394,19,104,24,42,12,-5.48,0.953,19.164,1.05,1044.659,16.576,1013,1081,24.644,244,693,485,100.1,1.348,0.552,0.622,10.083,0.115,2.832,3.206,1.962,2.507,145.6,78.2,133.1,0,0,0.02167,0,0,0,0.75697,0,0.21827,0,0,0,0,0.0031,46.6362,0,76.838,0,76.838,76.838,0,0,0,0,0,0,0,0,230.514,46.6362
3395,10,99,16,42,9,-5.853,0.919,18.791,0.985,1064.11,23.37,1009,1102,24.645,304,678,546,87.5,1.28,0.67,0.69,7.233,0.023,1.47,1.739,1.156,1.347,163.9,77.2,178.9,0,0,0.10046,0,0,0,0.84235,0,0.05719,0,0,0,0,0,0,0,26.939,0,26.939,26.939,0,0,0,0,0,0,0,0,80.817,0
3396,15,95,23,41,9,-4.92,0.697,19.883,0.75,1032.128,21.156,994,1080,24.802,333,709,483,76.1,1.442,0.525,0.711,4.801,0.102,1.448,1.59,0.882,1.199,130,78.7,,0,0.00927,0.38794,0,0,0,0.58114,0,0.00155,0,0,0,0,0.02009,3.0514,56.571,82.413,0,82.413,82.413,0,0,0,0,0,0,0,0,247.239,59.6224
3397,9,93,21,40,10,-4.693,0.55,20.081,0.609,1082.501,33.358,1036,1201,24.774,396,670,507,54.7,1.396,0.604,0.821,3.892,0.062,1.291,1.351,0.695,0.901,344.7,76.7,341.3,0.00154,0.00154,0.31183,0,0,0,0.67281,0,0,0.00307,0,0,0,0.00922,35.3035,5.4478,58.801,0,58.801,58.801,0,0,0,0,0,0,0,0,176.403,40.7513
3398,13,95,29,40,7,-4.839,0.503,19.76,0.57,1174.784,47.175,1045,1227,24.6,456,732,591,48.3,1.501,0.522,0.672,4.866,0.043,1.106,1.245,0.755,0.988,258.9,79.9,,0,0,0.22411,0,0,0,0.75889,0,0.00155,0,0,0,0,0.01546,4.3927,77.4386,52.178,0,52.178,52.178,0,0,0,0,0,0,0,0,156.534,81.8313
3399,11,102,13,40,8,-4.555,0.956,20,1.076,1083.609,52.511,964,1197,24.555,365,853,582,103.1,1.482,0.428,0.688,9.857,0.11,1.861,2.144,1.357,1.487,291.5,74.2,288.2,0,0,0.18238,0,0,0,0.72798,0,0.01082,0.00155,0,0,0,0.07728,14.9545,45.0878,56.413,0,56.413,56.413,0,0,0,0,0,0,0,0,169.239,60.0423
3400,12,117,14,41,13,-5.21,0.653,19.158,0.695,1089.275,41.864,1025,1170,24.368,493,851,665,65.5,1.362,0.385,0.737,4.12,0,0.967,1.136,0.777,1.062,321.6,75.6,320,0,0,0.3493,0,0,0,0.63833,0,0,0.00309,0,0,0,0.00927,6.8142,89.6486,48.231,0,48.231,48.231,0,0,0,0,0,0,0,0,144.693,96.4628
3401,19,112,26,47,12,-5.316,0.762,18.773,0.826,1108.731,37.185,1027,1164,24.09,468,946,706,82.8,1.338,0.502,0.707,6.428,0.055,1.717,1.911,1.073,1.373,309,78.5,316.9,0,0,0.10802,0,0,0,0.875,0,0.01543,0.00154,0,0,0,0,6.3917,32.1471,47.817,0,47.817,47.817,0,0,0,0,0,0,0,0,143.451,38.5388
3402,23,117,24,49,15,-5.212,0.976,18.506,1.116,1109.405,67.264,950,1243,23.718,438,1225,772,109.9,1.291,0.691,0.66,14.282,0.023,2.18,2.953,2.585,2.434,68.4,79,,0,0,0.02154,0,0,0,0.96462,0,0.00769,0.00615,0,0,0,0,0,79.24,37.1,0,37.1,37.1,0,0,0,0,0,0,0,0,111.3,79.24
3403,20,117,23,50,14,-4.455,0.877,18.946,0.915,1224.042,87.495,1045,1349,23.401,426,946,764,85.9,1.359,0.567,0.777,12.694,0,1.628,2.416,2.505,2.127,56,77,65.8,0,0,0.04777,0,0,0,0.93066,0,0.00308,0.01541,0,0,0,0.00308,39.9976,51.3726,61.045,0,61.045,61.045,0,0,0,0,0,0,0,0,183.135,91.3701
3404,23,99,29,50,14,-5.725,1.33,17.232,1.459,1310.276,67.428,1100,1474,22.957,451,1249,905,148.1,1.406,0.579,0.742,16.117,0,2.367,3.458,3.384,3.245,302.6,73.7,306.8,0,0,0.03994,0,0,0,0.87097,0.07681,0.01229,0,0,0,0,0,17.4023,32.7946,67.268,0,67.268,67.268,0,0,0,0,0,311.9712,0,311.9712,201.804,50.1969
3405,18,81,31,47,8,-5.444,1.363,17.355,1.452,1271.15,112.822,977,1419,22.799,549,1401,916,151.6,1.343,0.521,0.719,12.187,0.125,4.535,4.916,2.761,4.124,314.6,78.3,328.5,0,0,0,0,0,0,0.99537,0.00463,0,0,0,0,0,0,14.2041,32.8296,112.689,0,112.689,112.689,0.6575,0,69.2972,0,0,549.0857,0,619.0404,338.067,47.0337
3406,20,79,34,48,15,-6.181,0.94,16.295,0.978,1292.002,86.662,1081,1517,22.475,735,1402,1069,97,1.311,0.651,0.598,9.858,0.02,2.679,2.955,1.793,2.32,317.7,78.2,322.2,0,0,0,0,0,0,0.99846,0,0.00154,0,0,0,0,0,14.4119,0,82.186,0,82.186,82.186,0,0,0,0,0,628.3554,0,628.3554,246.558,14.4119
3407,24,80,32,50,16,-5.031,1.549,17.22,1.642,1153.091,42.635,1096,1417,22.251,761,1457,1040,168.9,1.411,0.597,0.649,13.67,0.068,3.074,3.643,2.483,2.774,203,78.1,,0,0,0,0,0,0,0.9644,0.01393,0.02167,0,0,0,0,0,25.6271,32.0431,63.017,0,63.017,63.017,0,0,0,0,0,621.8083,0,621.8083,189.051,57.6702
3408,21,89,45,42,12,-2.762,1.192,19.517,1.283,1093.099,19.866,1050,1135,22.279,579,1283,850,125.3,1.429,0.495,0.722,11.966,0.122,3.368,3.811,2.302,3.115,187.7,76.8,180.8,0,0,0.0108,0,0,0,0.94444,0.00154,0.04321,0,0,0,0,0,49.5922,5.5402,83.837,0,83.837,83.837,0,0,0,0,0,609.1849,0,609.1849,251.511,55.1324
3409,15,99,40,44,9,-1.61,1.353,20.747,1.437,1036.335,27.615,963,1084,22.356,426,1079,756,136.4,1.268,0.52,0.781,11.757,0.092,3.208,3.543,2.1,2.917,143.4,77.6,131.7,0,0,0.01235,0,0,0,0.98457,0,0.00309,0,0,0,0,0,2.5148,0,56.159,0,56.159,56.159,0,0,0,0,0,648.7333,0,648.7333,168.477,2.5148
3410,21,81,41,38,7,-1.039,1.423,21.773,1.439,1100.153,51.666,1010,1258,22.811,390,1055,650,149.4,1.447,0.432,0.77,11.557,0.135,3.156,3.692,2.303,3.333,98.5,74.9,110,0,0,0.00155,0,0,0,0.966,0.00309,0.02473,0,0,0,0,0.00464,12.6958,41.7898,61.196,0,61.196,61.196,0,0,0,0,0,515.8372,0,515.8372,183.588,54.4855
3411,16,92,36,43,13,-1.963,1.425,20.693,1.55,1067.588,25.722,1018,1136,22.656,387,1124,742,150.5,1.499,0.32,0.488,13.619,0.041,3.904,4.505,2.883,4.383,18,78.6,358.5,0,0,0,0,0,0,0.87597,0,0.12403,0,0,0,0,0,53.5223,0,66.656,0,66.656,66.656,0,0,0,0,0,421.7673,0,421.7673,199.968,53.5223
3412,24,117,45,40,16,-1.247,1.257,20.807,1.299,993.844,29.928,920,1067,22.054,396,1256,699,149.9,1.447,0.448,0.737,12.494,0.052,3.425,3.965,2.627,3.828,137.5,73.7,139.7,0,0,0,0,0,0,0.65224,0.00773,0.33539,0,0,0,0,0.00464,0,14.288,43.801,0,43.801,43.801,0,0,0,0,0,342.9433,0,342.9433,131.403,14.288
3413,26,114,42,40,13,-0.758,0.61,21.147,0.638,1029.793,80.534,906,1208,21.904,457,850,619,55.2,1.404,0.307,0.64,5.732,0.014,1.042,1.273,0.93,0.92,311.2,75,315.9,0,0,0.00772,0,0,0,0.13889,0.09722,0.72994,0,0,0,0,0.02623,14.653,68.8929,78.358,0,78.358,78.358,0,0,0,0,0,11.3748,0,11.3748,235.074,83.5459
3414,12,89,31,30,5,-2.051,0.762,19.696,0.837,1271.748,73.326,1075,1360,21.747,563,1002,782,80.9,1.29,0.451,0.693,7.081,0.037,1.785,2.069,1.286,1.546,300.9,72.4,313.1,0,0,0,0,0,0,0.35858,0,0.64142,0,0,0,0,0,0,26.4131,40.045,1.937,40.045,40.045,0,0,0,0,0,0,0,0,122.072,26.4131
3415,14,91,34,29,6,-1.17,1.724,20.705,1.853,1167.541,57.8,1078,1328,21.875,336,1037,681,188.9,1.476,0.264,0.479,11.863,0.1,1.313,2.14,2.321,1.305,150.2,75.3,144.3,0,0,0,0,0,0,0.31994,0,0.68006,0,0,0,0,0,31.353,94.9062,31.641,0,31.641,31.641,0,0,0,0,0,0,0,0,94.923,126.2592
3520,15,114,45,44,8,-6.801,0.705,18.022,0.774,1066.31,34.726,941,1132,24.823,450,731,573,75.8,1.557,0.398,0.485,6.531,0.014,2.114,2.299,1.265,1.68,260.5,79,256,0,0,0.03395,0,0,0,0.42438,0,0.53086,0,0,0,0,0.0108,32.7086,32.8702,57.8,0,57.8,57.8,0,0,0,0,0,0,0,0,173.4,65.5788
3521,12,99,41,45,10,-6.598,0.679,17.915,0.793,1086.79,31.797,1026,1152,24.513,338,700,587,69.8,1.531,0.365,0.575,5.234,0.041,1.458,1.726,1.113,1.521,142.1,75.2,155,0,0,0.00155,0,0,0,0.34467,0,0.65379,0,0,0,0,0,24.968,0,40.183,0,40.183,40.183,0,0,0,0,0,0,0,0,120.549,24.968
3522,12,105,11,42,11,-6.27,0.698,18.197,0.755,1081.657,14.649,1048,1111,24.467,338,685,551,62.3,1.539,0.559,0.683,5.767,0.01,1.486,1.624,0.985,1.307,129.6,79.1,128.9,0,0,0.08141,0,0,0,0.74654,0,0.15361,0,0,0,0,0.01843,63.4825,26.4906,32.407,0,32.407,32.407,0,0,0,0,0,0,0,0,97.221,89.9731
3523,11,118,21,42,10,-5.769,0.687,18.807,0.73,1080.318,18.515,1047,1131,24.576,396,702,514,65.4,1.418,0.576,0.676,6.13,0.03,1.152,1.33,0.839,0.873,276.1,74.6,287,0,0,0.18827,0,0,0,0.74074,0,0.05247,0,0,0,0,0.01852,18.2357,95.0155,64.712,0,64.712,64.712,0,0,0,0,0,0,0,0,194.136,113.2512
3524,15,111,30,42,12,-5.088,0.62,19.638,0.692,1091.669,31.814,1035,1150,24.726,386,669,495,60.8,1.479,0.562,0.672,4.078,0.051,1.25,1.334,0.675,0.897,241.4,78.9,230,0,0,0.28173,0,0,0,0.70433,0,0.00464,0,0,0,0,0.00929,26.2118,44.4113,59.266,0,59.266,59.266,0,0,0,0,0,0,0,0,177.798,70.6231
3525,22,100,19,39,13,-4.252,0.559,20.373,0.577,1162.187,21.254,1120,1218,24.625,361,631,480,51.8,1.471,0.421,0.608,4.209,0.01,1,1.129,0.674,0.867,262.3,76.1,280,0,0,0.3179,0,0,0,0.67438,0,0,0,0,0,0,0.00772,0,24.0432,68.69,0,68.69,68.69,0,0,0,0,0,0,0,0,206.07,24.0432
3526,22,109,20,40,14,-3.768,0.95,20.832,0.949,1152.417,54.209,976,1221,24.6,304,797,473,94.8,1.422,0.565,0.761,9.73,0.02,1.706,2.168,1.646,1.661,248.3,75.1,255,0,0,0.23538,0,0,0,0.74308,0,0.00462,0.00308,0,0,0,0.01385,0,96.6904,99.914,0,99.914,99.914,0,0,0,0,0,0,0,0,299.742,96.6904
3527,24,116,29,44,19,-4.157,1.269,20.289,1.331,1159.803,50.077,1029,1289,24.445,318,853,538,140.5,1.492,0.581,0.759,8.82,0.104,2.168,2.708,1.837,2.85,320.1,73.4,315.8,0,0,0.05223,0,0,0,0.94009,0,0.00307,0,0,0,0,0.00461,0,29.1582,24.826,0,24.826,24.826,0,0,0,0,0,0,0,0,74.478,29.1582
3528,20,115,18,46,16,-4.849,0.985,19.106,1.071,1166.301,31.052,1099,1246,23.955,356,899,642,114.7,1.348,0.424,0.449,7.326,0.032,1.811,2.096,1.453,1.977,237.3,79.3,,0,0,0.06636,0,0,0,0.93364,0,0,0,0,0,0,0,14.9882,26.1549,32.648,0,32.648,32.648,0,0,0,0,0,0,0,0,97.944,41.1432
3529,21,108,31,47,17,-4.306,1.104,19.417,1.217,1164.318,19.763,1132,1235,23.723,366,1036,614,123.7,1.323,0.718,0.758,14.318,0.136,2.479,3.395,2.909,2.673,262.3,78.8,270.8,0.00309,0,0.04173,0,0,0,0.94745,0,0.00155,0.00618,0,0,0,0,30.8318,28.3674,55.857,0,55.857,55.857,0,0,0,0,0,0,0,0,167.571,59.1992
3530,23,113,36,49,18,-4.119,0.978,19.442,1.045,1249.913,39.556,1148,1310,23.561,346,914,666,116.9,1.433,0.529,0.576,7.156,0.091,1.708,1.93,1.202,1.425,284.2,72.4,287.1,0,0,0.03555,0,0,0,0.96445,0,0,0,0,0,0,0,15.1025,25.0669,45.94,0,45.94,45.94,0,0,0,0,0,0,0,0,137.82,40.1694
3531,17,64,35,37,15,-3.555,1.064,19.76,1.138,1281.285,21.366,1214,1333,23.315,396,947,651,119.5,1.359,0.603,0.758,10.482,0.072,2.59,2.868,1.688,2.204,257.2,77.1,281.1,0,0,0,0,0,0,0.99225,0,0.00465,0,0,0,0,0.0031,13.7995,32.3588,47.996,0,47.996,47.996,0,0,0,0,0,58.5103,0,58.5103,143.988,46.1583
3532,23,88,35,40,10,-3.218,0.973,19.755,1.053,1283.732,27.216,1195,1348,22.974,457,1040,646,107.3,1.312,0.437,0.482,12.919,0.108,2.55,2.954,1.983,2.543,285.6,77.6,284.1,0,0,0,0,0,0,0.98762,0,0.01238,0,0,0,0,0,0,27.2758,57.446,0,57.446,57.446,0,0,2.4189,0,0,313.5154,0,315.9343,172.338,27.2758
3533,24,81,34,40,19,-3.709,1.156,19.1,1.286,1280.915,25.645,1241,1351,22.809,518,1160,725,123.2,1.306,0.527,0.721,12.394,0.032,2.31,2.796,2.197,2.876,308,71.8,302.5,0,0,0.0077,0,0,0,0.95532,0,0.03082,0,0,0,0,0.00616,0,70.2446,62.493,0,62.493,62.493,0,0,0,0,0,65.7516,0,65.7516,187.479,70.2446
