ID AU
0.6662 0.7840
0.6583 0.7831
0.6533 0.7878
0.6434 0.7919
0.6484 0.7971
0.6606 0.7957
0.6708 0.8100
0.6621 0.8181
0.6872 0.8280
0.6726 0.8263
ID MN
2.0376 0.8753
2.0215 0.8744
2.0052 0.8808
1.9792 0.8698
1.9425 0.8595
1.9031 0.8627
1.8917 0.8703
1.8917 0.8756
1.8795 0.8767
1.8713 0.8826
1.8463 0.8858
1.8247 0.8785
1.7943 0.8855
1.7929 0.8986
1.7366 0.9117
1.7135 0.8928
1.7240 0.8838
1.7188 0.8759
1.7068 0.8715
1.6581 0.8770
1.6537 0.8867
1.6187 0.8913
1.5703 0.8753
1.5724 0.8709
1.5391 0.8619
1.5563 0.8444
1.5878 0.8359
1.5948 0.8161
1.5916 0.7933
1.6368 0.7928
1.6745 0.7782
1.6893 0.7490
1.7745 0.7516
1.8439 0.7309
1.8827 0.7432
1.9314 0.7461
1.9492 0.7613
1.9653 0.7674
1.9545 0.7767
1.9650 0.7913
1.9935 0.7843
2.0294 0.7980
2.0469 0.8114
2.1003 0.8193
2.0831 0.8438
2.0352 0.8359
2.0309 0.8464
ID CN
2.2840 0.7493
2.2977 0.7548
2.2998 0.7729
2.2934 0.7863
2.3030 0.7895
2.3091 0.7951
2.3325 0.7892
2.3319 0.7974
2.3497 0.8292
2.3593 0.8377
2.3581 0.8479
2.3249 0.8417
2.3208 0.8362
2.2960 0.8371
2.2873 0.8578
2.2555 0.8692
2.2365 0.8724
2.2181 0.9129
2.2009 0.9293
2.1683 0.9383
2.1198 0.9333
2.1038 0.9225
2.1140 0.9205
2.1166 0.9132
2.0898 0.8838
2.0895 0.8773
2.0653 0.8686
2.0458 0.8735
2.0309 0.8464
2.0352 0.8359
2.0831 0.8438
2.1003 0.8193
2.0469 0.8114
2.0294 0.7980
1.9935 0.7843
1.9650 0.7913
1.9545 0.7767
1.9653 0.7674
1.9492 0.7613
1.9314 0.7461
1.8827 0.7432
1.8439 0.7309
1.7745 0.7516
1.6893 0.7490
1.6745 0.7782
1.6368 0.7928
1.5916 0.7933
1.5948 0.8161
1.5878 0.8359
1.5563 0.8444
1.5278 0.8622
1.5030 0.8496
1.4986 0.8272
1.4557 0.8292
1.4475 0.8009
1.4540 0.7983
1.4432 0.7933
1.4003 0.7907
1.4204 0.7577
1.4061 0.7449
1.3670 0.7210
1.3472 0.7210
1.3388 0.7122
1.3280 0.7088
1.3239 0.7169
1.3008 0.7070
1.2930 0.6930
1.3032 0.6773
1.3154 0.6778
1.3192 0.6539
1.3183 0.6504
1.3309 0.6440
1.3385 0.6367
1.3306 0.6335
1.3376 0.6280
1.3478 0.6315
1.3647 0.6242
1.3956 0.6329
1.4079 0.6248
1.3869 0.5935
1.3942 0.5778
1.3901 0.5702
1.3828 0.5655
1.3869 0.5527
1.4251 0.5320
1.4236 0.5346
1.4452 0.5268
1.5438 0.4900
1.5546 0.4964
1.5630 0.4941
1.5604 0.4853
1.5820 0.4979
1.6059 0.4935
1.6237 0.4903
1.6357 0.5028
1.6613 0.5151
1.6736 0.5110
1.6902 0.5186
1.6937 0.5005
1.7051 0.4996
1.7124 0.5052
1.7310 0.4812
1.7342 0.4629
1.7118 0.4352
1.7109 0.4203
1.7360 0.4282
1.7369 0.4101
1.7462 0.4072
1.7398 0.3917
1.7544 0.3873
1.7725 0.3847
1.7763 0.3751
1.7888 0.3736
1.7867 0.3853
1.7792 0.3935
1.7935 0.3970
1.8008 0.4022
1.8063 0.3940
1.8366 0.4045
1.8474 0.4162
1.8728 0.4010
1.8672 0.3943
1.8938 0.3809
1.9241 0.3786
1.9221 0.3620
1.9343 0.3614
1.9384 0.3730
1.9895 0.3905
1.9886 0.4075
1.9970 0.3952
2.0434 0.4051
2.1017 0.4483
2.1166 0.4885
2.1315 0.4970
2.1385 0.5279
2.1149 0.5288
2.1201 0.5367
2.1373 0.5448
2.1359 0.5585
2.1198 0.5720
2.1131 0.6029
2.0921 0.6134
2.1344 0.6463
2.1493 0.6449
2.1499 0.6568
2.1160 0.6618
2.0991 0.6533
2.0886 0.6542
2.0880 0.6627
2.0641 0.6732
2.0685 0.6866
2.0886 0.6883
2.0950 0.6980
2.1260 0.7158
2.1394 0.7146
2.1260 0.6968
2.1283 0.6778
2.1449 0.6915
2.1718 0.6991
2.2067 0.7158
2.2248 0.7344
2.2479 0.7260
2.2508 0.7397
2.2785 0.7534
ID CN
1.9431 0.3529
1.9165 0.3520
1.9058 0.3407
1.9072 0.3273
1.9370 0.3296
ID KP
2.1718 0.6991
2.2067 0.7158
2.2248 0.7344
2.2479 0.7260
2.2508 0.7397
2.2785 0.7534
2.2840 0.7493
2.2893 0.7432
2.2773 0.7271
2.2706 0.7158
2.2397 0.6956
2.2324 0.6880
2.2473 0.6773
2.2321 0.6726
2.2172 0.6606
2.1901 0.6676
2.1971 0.6924
ID KR
2.2473 0.6773
2.2321 0.6726
2.2172 0.6606
2.2137 0.6492
2.2161 0.6011
2.2671 0.6125
2.2668 0.6536
ID BT
1.6179 0.4748
1.5706 0.4699
1.5601 0.4754
1.5604 0.4853
1.5820 0.4979
1.6059 0.4935
ID NP
1.4251 0.5320
1.4236 0.5346
1.4452 0.5268
1.5438 0.4900
1.5420 0.4664
1.4831 0.4751
1.4858 0.4824
1.4735 0.4839
1.4554 0.4827
1.4041 0.5081
ID IN
1.3647 0.6242
1.3956 0.6329
1.4079 0.6248
1.3869 0.5935
1.3942 0.5778
1.3901 0.5702
1.3828 0.5655
1.3869 0.5527
1.4251 0.5320
1.4041 0.5081
1.4554 0.4827
1.4735 0.4839
1.4858 0.4824
1.4831 0.4751
1.5420 0.4664
1.5438 0.4900
1.5546 0.4964
1.5630 0.4941
1.5604 0.4853
1.5601 0.4754
1.5706 0.4699
1.6179 0.4748
1.6059 0.4935
1.6237 0.4903
1.6357 0.5028
1.6613 0.5151
1.6736 0.5110
1.6902 0.5186
1.6937 0.5005
1.7051 0.4996
1.7097 0.4915
1.7010 0.4812
1.6701 0.4675
1.6520 0.4212
1.6386 0.4250
1.6395 0.3967
1.6287 0.3923
1.6167 0.4197
1.6071 0.4054
1.5992 0.4247
1.6141 0.4276
1.6214 0.4451
1.5735 0.4486
1.5741 0.4585
1.5517 0.4661
1.5473 0.4570
1.5622 0.4471
1.5450 0.4349
1.5558 0.4261
1.5616 0.3800
1.5292 0.3844
1.5266 0.3605
1.5000 0.3500
1.4443 0.3019
1.4458 0.2905
1.4289 0.2908
1.4096 0.2768
1.4090 0.2357
1.4044 0.2106
1.4032 0.1826
1.3918 0.1838
1.3878 0.1654
1.3630 0.1441
1.3417 0.1709
1.3323 0.2036
1.3032 0.2575
1.2886 0.2937
1.2737 0.3535
1.2769 0.3663
1.2693 0.3798
1.2437 0.3631
1.2110 0.3929
1.2256 0.3964
1.2343 0.4040
1.2130 0.4002
1.1923 0.4156
1.2069 0.4296
1.2238 0.4279
1.2384 0.4311
1.2460 0.4299
1.2419 0.4530
1.2323 0.4556
1.2343 0.4690
1.2206 0.4728
1.2393 0.4944
1.2457 0.4865
1.2644 0.4915
1.2725 0.5072
1.2795 0.5125
1.3090 0.5510
1.3102 0.5594
1.3212 0.5667
1.3020 0.5825
1.2959 0.6020
1.3046 0.6145
1.3300 0.6058
1.3478 0.6099
ID BD
1.6287 0.3923
1.6167 0.4197
1.6071 0.4054
1.5992 0.4247
1.6141 0.4276
1.6214 0.4451
1.5735 0.4486
1.5741 0.4585
1.5517 0.4661
1.5473 0.4570
1.5622 0.4471
1.5450 0.4349
1.5558 0.4261
1.5616 0.3800
1.5794 0.3865
1.5907 0.3940
1.5896 0.4110
1.5978 0.3973
1.6033 0.3984
1.6097 0.3847
1.6196 0.3690
1.6237 0.3754
ID MM
1.7725 0.3847
1.7544 0.3873
1.7398 0.3917
1.7462 0.4072
1.7369 0.4101
1.7360 0.4282
1.7109 0.4203
1.7118 0.4352
1.7342 0.4629
1.7310 0.4812
1.7124 0.5052
1.7051 0.4996
1.7097 0.4915
1.7010 0.4812
1.6701 0.4675
1.6520 0.4212
1.6386 0.4250
1.6395 0.3967
1.6287 0.3923
1.6237 0.3754
1.6196 0.3690
1.6281 0.3570
1.6418 0.3509
1.6374 0.3377
1.6543 0.3246
1.6555 0.3112
1.6520 0.2844
1.6727 0.2777
1.6987 0.2934
1.6992 0.3036
1.7150 0.2733
1.7150 0.2613
1.7246 0.2345
1.7293 0.1928
1.7462 0.2129
1.7372 0.2365
1.7378 0.2468
1.7229 0.2619
1.7325 0.2914
1.7086 0.3296
1.7194 0.3485
1.7342 0.3503
1.7576 0.3625
ID TH
1.7293 0.1928
1.7462 0.2129
1.7372 0.2365
1.7378 0.2468
1.7229 0.2619
1.7325 0.2914
1.7086 0.3296
1.7194 0.3485
1.7342 0.3503
1.7576 0.3625
1.7628 0.3520
1.7631 0.3418
1.7789 0.3453
1.7792 0.3348
1.7692 0.3109
1.7900 0.3214
1.7987 0.3144
1.8162 0.3249
1.8250 0.3249
1.8390 0.3063
1.8390 0.2890
1.8495 0.2791
1.8512 0.2640
1.8477 0.2555
1.8066 0.2535
1.7967 0.2386
1.8019 0.2217
1.8022 0.2082
1.7867 0.2217
1.7678 0.2249
1.7692 0.2400
1.7555 0.2348
1.7544 0.2132
1.7398 0.1797
1.7520 0.1680
1.7587 0.1496
1.7678 0.1231
1.7809 0.1216
1.7946 0.1100
1.7862 0.1035
1.7730 0.0983
1.7728 0.1117
1.7593 0.1181
1.7544 0.1149
1.7319 0.1461
1.7270 0.1380
1.7235 0.1528
ID LA
1.7935 0.3970
1.7792 0.3935
1.7867 0.3853
1.7888 0.3736
1.7763 0.3751
1.7725 0.3847
1.7576 0.3625
1.7628 0.3520
1.7631 0.3418
1.7789 0.3453
1.7792 0.3348
1.7692 0.3109
1.7900 0.3214
1.7987 0.3144
1.8162 0.3249
1.8250 0.3249
1.8390 0.3063
1.8390 0.2890
1.8495 0.2791
1.8512 0.2640
1.8477 0.2555
1.8597 0.2453
1.8597 0.2537
1.8821 0.2587
1.8856 0.2689
1.8786 0.2774
1.8839 0.2823
1.8649 0.2925
1.8460 0.3232
1.8442 0.3316
1.8229 0.3404
1.8229 0.3506
1.8355 0.3439
1.8404 0.3558
1.8299 0.3590
1.8352 0.3625
1.8261 0.3695
1.8174 0.3660
1.8031 0.3730
1.8066 0.3818
1.7993 0.3832
ID VN
1.8821 0.2587
1.8856 0.2689
1.8786 0.2774
1.8839 0.2823
1.8649 0.2925
1.8460 0.3232
1.8442 0.3316
1.8229 0.3404
1.8229 0.3506
1.8355 0.3439
1.8404 0.3558
1.8299 0.3590
1.8352 0.3625
1.8261 0.3695
1.8174 0.3660
1.8031 0.3730
1.8066 0.3818
1.7993 0.3832
1.7935 0.3970
1.8008 0.4022
1.8063 0.3940
1.8366 0.4045
1.8474 0.4162
1.8728 0.4010
1.8672 0.3943
1.8938 0.3809
1.8582 0.3506
1.8547 0.3316
1.8670 0.3165
1.8719 0.3045
1.9095 0.2704
1.9162 0.2535
1.9139 0.2015
1.8815 0.1817
1.8731 0.1884
1.8664 0.1683
1.8410 0.1502
1.8410 0.1732
1.8343 0.1768
1.8311 0.1867
1.8530 0.1951
1.8614 0.1899
1.8547 0.2050
1.8646 0.2033
1.8646 0.2135
1.8853 0.2234
1.8853 0.2435
1.8786 0.2468
ID KH
1.8311 0.1867
1.8530 0.1951
1.8614 0.1899
1.8547 0.2050
1.8646 0.2033
1.8646 0.2135
1.8853 0.2234
1.8853 0.2435
1.8786 0.2468
1.8821 0.2587
1.8597 0.2537
1.8597 0.2453
1.8477 0.2555
1.8066 0.2535
1.7967 0.2386
1.8019 0.2217
1.8022 0.2082
1.8107 0.1916
1.8191 0.1867
ID MY
1.7946 0.1100
1.7862 0.1035
1.7730 0.0983
1.7728 0.1117
1.7593 0.1181
1.7544 0.1149
1.7596 0.0866
1.7780 0.0537
1.8165 0.0289
1.8232 0.0324
1.8296 0.0289
1.8247 0.0487
1.8147 0.0554
1.8130 0.0904
ID MY
1.9177 0.0356
1.9358 0.0187
1.9591 0.0201
1.9708 0.0300
2.0075 0.0280
2.0180 0.0510
2.0230 0.0595
2.0233 0.0726
2.0317 0.0758
2.0673 0.0770
2.0810 0.0785
2.0708 0.0852
2.0898 0.0948
2.0679 0.1053
2.0609 0.1035
2.0612 0.1152
2.0548 0.1269
2.0201 0.0875
2.0201 0.0811
2.0081 0.0744
2.0000 0.0863
2.0163 0.0837
2.0061 0.0718
1.9965 0.0747
1.9810 0.0615
1.9510 0.0534
1.9393 0.0321
ID BN
2.0000 0.0863
2.0163 0.0837
2.0061 0.0718
1.9965 0.0747
ID HK
2.0058 0.3914
2.0017 0.3844
2.0003 0.3879
ID MO
1.9895 0.3879
1.9871 0.3827
1.9819 0.3847
ID LK
1.4093 0.1776
1.4023 0.1709
1.3985 0.1476
1.4067 0.1044
1.4356 0.1120
1.4300 0.1467
ID TW
2.1263 0.4474
2.1029 0.4092
2.1155 0.3897
2.1306 0.4086
2.1303 0.4191
ID MV
1.2927 0.0656
1.2868 0.0618
1.2930 0.0604
ID MV
1.2895 0.0455
ID PH
2.1452 0.3235
2.1131 0.3293
2.1096 0.2867
2.0971 0.2870
2.1009 0.2648
2.1120 0.2444
2.1274 0.2392
2.1295 0.2424
2.1467 0.2336
2.1852 0.1975
2.1878 0.1858
2.1858 0.1808
2.1927 0.1773
2.1922 0.1975
2.2050 0.1986
2.1974 0.2173
2.1796 0.2228
2.1761 0.2430
2.1370 0.2505
2.1280 0.2695
2.1324 0.2812
2.1379 0.2809
2.1487 0.3013
2.1385 0.3083
ID PH
2.1079 0.2362
2.1225 0.2173
2.1303 0.2290
ID PH
2.1397 0.2085
2.1367 0.1870
2.1589 0.2048
ID PH
2.1650 0.1913
2.1569 0.1732
2.1618 0.1630
2.1545 0.1616
2.1461 0.1686
2.1435 0.1803
2.1522 0.1800
ID PH
2.1338 0.1254
2.1405 0.1205
2.1481 0.1336
2.1758 0.1278
2.1720 0.1213
2.1718 0.1097
2.1977 0.1006
2.2053 0.1123
2.1965 0.1172
2.2062 0.1289
2.2181 0.1202
2.2190 0.1383
2.2114 0.1636
2.1995 0.1706
2.2006 0.1622
2.1715 0.1479
2.1683 0.1531
2.1429 0.1368
ID PH
2.0501 0.1485
2.0536 0.1467
2.1000 0.1803
2.0933 0.1910
ID ID
1.8311 -0.0977
1.8544 -0.0960
1.8611 -0.0490
1.8710 -0.0490
1.8728 -0.0423
1.8600 -0.0373
1.8611 -0.0257
1.8480 -0.0207
1.8445 -0.0289
1.8544 -0.0341
1.8530 -0.0391
1.8381 -0.0373
1.8381 -0.0306
1.8331 -0.0122
1.8183 -0.0108
1.8130 -0.0041
1.8215 0.0073
1.7748 0.0487
1.7631 0.0435
1.7159 0.0930
1.6855 0.0977
1.6736 0.1024
1.6704 0.0957
1.6943 0.0677
1.7299 0.0300
1.7398 0.0102
1.7681 -0.0359
ID ID
1.9177 0.0356
1.9358 0.0187
1.9591 0.0201
1.9708 0.0300
2.0075 0.0280
2.0180 0.0510
2.0230 0.0595
2.0233 0.0726
2.0317 0.0758
2.0673 0.0770
2.0586 0.0572
2.0703 0.0420
2.0633 0.0373
2.0854 0.0219
2.0633 0.0172
2.0583 -0.0122
2.0414 -0.0271
2.0350 -0.0671
2.0081 -0.0683
2.0078 -0.0566
1.9810 -0.0496
1.9609 -0.0595
1.9559 -0.0461
1.9326 -0.0493
1.9276 -0.0192
1.9177 -0.0192
1.9093 0.0140
ID ID
2.1962 0.0277
2.1927 0.0330
2.1697 0.0201
2.1195 0.0262
2.1023 0.0166
2.0956 -0.0047
2.0872 -0.0233
2.0805 -0.0461
2.0822 -0.0595
2.0927 -0.0580
2.0915 -0.0948
2.1088 -0.0951
2.1079 -0.0481
2.1216 -0.0435
2.1184 -0.0566
2.1289 -0.0685
2.1306 -0.0787
2.1464 -0.0808
2.1484 -0.0942
2.1589 -0.0895
2.1583 -0.0659
2.1443 -0.0624
2.1475 -0.0522
2.1283 -0.0335
2.1592 -0.0160
2.1610 -0.0058
2.1298 -0.0102
2.1248 -0.0169
2.1143 -0.0198
2.1058 -0.0064
2.1111 0.0099
2.1750 0.0102
ID ID
2.2088 -0.0522
2.2216 -0.0659
2.2304 -0.0595
2.2248 -0.0493
ID ID
2.2426 -0.0446
2.2429 -0.0580
2.2753 -0.0575
2.2940 -0.0680
2.2899 -0.0510
ID ID
2.2350 0.0085
2.2528 0.0096
2.2531 0.0298
2.2441 0.0265
2.2423 0.0350
2.2549 0.0379
2.2552 0.0496
2.2333 0.0335
ID ID
2.4722 -0.0239
2.4675 -0.1522
2.4500 -0.1400
2.4124 -0.1450
2.4168 -0.1280
2.4299 -0.1184
2.4162 -0.0892
2.3400 -0.0580
2.3386 -0.0712
2.3252 -0.0642
2.3135 -0.0452
2.3432 -0.0397
2.3432 -0.0365
2.3135 -0.0370
2.3077 -0.0233
2.2948 -0.0230
2.2838 -0.0093
2.3129 -0.0003
2.3503 -0.0082
2.3546 -0.0385
2.3680 -0.0522
2.3797 -0.0528
2.4138 -0.0190
2.4477 -0.0356
ID ID
1.8579 -0.1027
1.8530 -0.1146
1.8880 -0.1347
1.9197 -0.1333
1.9501 -0.1470
2.0195 -0.1496
2.0262 -0.1412
2.0075 -0.1374
2.0055 -0.1307
1.9787 -0.1304
1.9784 -0.1237
2.0020 -0.1187
1.9413 -0.1097
1.9381 -0.1164
1.9046 -0.1164
1.8979 -0.1044
ID ID
2.0364 -0.1429
2.0297 -0.1496
2.1228 -0.1528
2.1892 -0.1458
2.1925 -0.1409
ID ID
2.1149 -0.1715
2.1047 -0.1765
2.0816 -0.1657
2.1041 -0.1610
ID ID
2.1621 -0.1706
2.1834 -0.1730
2.2321 -0.1453
2.1927 -0.1458
ID JP
2.4935 0.9508
2.4975 0.9368
2.4879 0.9345
2.4835 0.9027
2.4970 0.8928
2.4903 0.8887
2.4850 0.8523
2.4903 0.8059
2.4926 0.8056
2.5013 0.8196
2.5124 0.8146
2.5159 0.8094
2.5191 0.8207
2.5010 0.8365
2.5089 0.8625
2.5311 0.8578
2.5075 0.9085
2.5527 0.9293
2.5078 0.9491
ID JP
2.4812 0.7986
2.4789 0.7583
2.4625 0.7589
2.4480 0.7437
2.4538 0.7260
2.4713 0.7341
2.4637 0.7417
2.4669 0.7464
2.4727 0.7405
2.4862 0.7490
2.5107 0.7353
2.5541 0.7572
2.5480 0.7770
2.5302 0.7732
2.5063 0.7834
2.4949 0.7951
ID JP
2.4786 0.7245
2.4553 0.7207
2.4515 0.6875
2.3739 0.6271
2.3263 0.6233
2.2686 0.5892
2.2838 0.5527
2.3010 0.5504
2.3158 0.5758
2.4526 0.6137
2.4690 0.6250
2.4625 0.6382
2.4908 0.6974
ID KZ
1.4061 0.7449
1.4204 0.7577
1.4003 0.7907
1.4432 0.7933
1.4540 0.7983
1.4475 0.8009
1.4557 0.8292
1.4986 0.8272
1.5030 0.8496
1.5278 0.8622
1.5184 0.8724
1.5103 0.8668
1.4936 0.8706
1.4750 0.8881
1.4578 0.8940
1.4487 0.8899
1.4236 0.8928
1.4248 0.8969
1.4128 0.8977
1.4117 0.8934
1.4041 0.8899
1.3641 0.9377
1.3399 0.9482
1.3487 0.9552
1.3049 0.9383
1.2865 0.9380
1.2915 0.9476
1.2475 0.9497
1.2413 0.9701
1.2308 0.9657
1.2200 0.9707
1.0719 0.9473
1.0707 0.9389
1.0885 0.9304
1.0736 0.9304
1.0660 0.9228
1.0690 0.9173
1.0532 0.9109
1.0792 0.9001
1.0765 0.8910
1.0649 0.8887
1.0541 0.8937
1.0436 0.8864
1.0302 0.8922
1.0273 0.8951
1.0135 0.8957
1.0124 0.8928
1.0077 0.8910
1.0030 0.8960
0.9914 0.8960
0.9768 0.8864
0.9365 0.9033
0.9237 0.9018
0.9147 0.9077
0.9053 0.9015
0.8922 0.9062
0.8531 0.8881
0.8584 0.8779
0.8473 0.8744
0.8327 0.8838
0.8260 0.8622
0.8152 0.8490
0.8269 0.8464
0.8304 0.8383
0.8458 0.8362
0.8587 0.8210
0.8485 0.8184
0.8616 0.8129
0.9010 0.8272
0.9313 0.8234
0.9295 0.8003
0.9039 0.7957
0.8855 0.7788
0.8814 0.7750
0.8957 0.7741
0.9053 0.7572
0.9319 0.7481
0.9211 0.7426
0.9246 0.7341
0.9351 0.7397
0.9596 0.7440
0.9745 0.7257
0.9879 0.7262
0.9855 0.7901
1.0296 0.8015
1.0905 0.7633
1.1413 0.7659
1.1655 0.7548
1.1614 0.7359
1.1708 0.7373
1.1757 0.7198
1.1915 0.7228
1.1929 0.7158
1.2040 0.7152
1.2434 0.7405
1.2507 0.7557
1.2857 0.7464
1.3032 0.7624
1.3291 0.7531
1.3883 0.7525
1.3930 0.7449
ID KG
1.2434 0.7405
1.2507 0.7557
1.2857 0.7464
1.3032 0.7624
1.3291 0.7531
1.3883 0.7525
1.3930 0.7449
1.4061 0.7449
1.3670 0.7210
1.3472 0.7210
1.3388 0.7122
1.3280 0.7088
1.3239 0.7169
1.3008 0.7070
1.2930 0.6930
1.2189 0.6942
1.2247 0.7055
1.2375 0.7015
1.2425 0.7064
1.2825 0.7190
1.2574 0.7295
1.2539 0.7210
1.2320 0.7257
ID TJ
1.3192 0.6539
1.3154 0.6778
1.3032 0.6773
1.2930 0.6930
1.2189 0.6942
1.2247 0.7055
1.2375 0.7015
1.2425 0.7064
1.2320 0.7105
1.2413 0.7131
1.2332 0.7190
1.2148 0.7131
1.2034 0.6930
1.1842 0.6956
1.1815 0.6889
1.1938 0.6834
1.1988 0.6679
1.1885 0.6530
1.1944 0.6478
1.2335 0.6574
1.2282 0.6662
1.2448 0.6773
1.2559 0.6662
1.2533 0.6478
1.2845 0.6571
ID UZ
0.9879 0.7262
0.9855 0.7901
1.0296 0.8015
1.0905 0.7633
1.1413 0.7659
1.1655 0.7548
1.1614 0.7359
1.1708 0.7373
1.1757 0.7198
1.1915 0.7228
1.1929 0.7158
1.2040 0.7152
1.2434 0.7405
1.2320 0.7257
1.2539 0.7210
1.2574 0.7295
1.2825 0.7190
1.2425 0.7064
1.2320 0.7105
1.2413 0.7131
1.2332 0.7190
1.2148 0.7131
1.2034 0.6930
1.1842 0.6956
1.1815 0.6889
1.1938 0.6834
1.1988 0.6679
1.1885 0.6530
1.1678 0.6557
1.1687 0.6673
1.0938 0.7064
1.0853 0.7254
1.0588 0.7289
1.0564 0.7408
1.0293 0.7510
1.0007 0.7333
1.0057 0.7230
ID TM
1.1678 0.6557
1.1687 0.6673
1.0938 0.7064
1.0853 0.7254
1.0588 0.7289
1.0564 0.7408
1.0293 0.7510
1.0007 0.7333
1.0057 0.7230
0.9211 0.7426
0.9246 0.7341
0.9351 0.7397
0.9596 0.7440
0.9745 0.7257
0.9879 0.7262
0.9327 0.7225
0.9357 0.7347
0.9491 0.7350
0.9497 0.7300
0.9642 0.7187
0.9310 0.7172
0.9307 0.7017
0.9441 0.6988
0.9482 0.6568
0.9648 0.6592
0.9663 0.6676
1.0103 0.6705
1.0465 0.6592
1.0736 0.6440
1.0798 0.6256
1.0917 0.6186
1.1124 0.6303
1.1314 0.6364
1.1340 0.6516
1.1515 0.6595
1.1614 0.6525
ID AF
1.0798 0.6256
1.0917 0.6186
1.1124 0.6303
1.1314 0.6364
1.1340 0.6516
1.1515 0.6595
1.1614 0.6525
1.1885 0.6530
1.1944 0.6478
1.2335 0.6574
1.2282 0.6662
1.2448 0.6773
1.2559 0.6662
1.2533 0.6478
1.2845 0.6571
1.3192 0.6539
1.3183 0.6504
1.2737 0.6428
1.2536 0.6341
1.2617 0.6183
1.2478 0.6075
1.2510 0.5991
1.2384 0.5965
1.2265 0.5988
1.2349 0.5851
1.2250 0.5857
1.2101 0.5565
1.1967 0.5588
1.1643 0.5469
1.1652 0.5285
1.0978 0.5154
1.0713 0.5238
1.0868 0.5504
1.0692 0.5553
1.0634 0.5970
ID PK
1.1923 0.4156
1.2069 0.4296
1.2238 0.4279
1.2384 0.4311
1.2460 0.4299
1.2419 0.4530
1.2323 0.4556
1.2343 0.4690
1.2206 0.4728
1.2393 0.4944
1.2457 0.4865
1.2644 0.4915
1.2725 0.5072
1.2795 0.5125
1.3090 0.5510
1.3102 0.5594
1.3212 0.5667
1.3020 0.5825
1.2959 0.6020
1.3046 0.6145
1.3300 0.6058
1.3478 0.6099
1.3647 0.6242
1.3478 0.6315
1.3376 0.6280
1.3306 0.6335
1.3385 0.6367
1.3309 0.6440
1.3183 0.6504
1.2737 0.6428
1.2536 0.6341
1.2617 0.6183
1.2478 0.6075
1.2510 0.5991
1.2384 0.5965
1.2265 0.5988
1.2349 0.5851
1.2250 0.5857
1.2101 0.5565
1.1967 0.5588
1.1643 0.5469
1.1652 0.5285
1.0978 0.5154
1.0713 0.5238
1.0824 0.5040
1.0993 0.4988
1.1007 0.4804
1.1101 0.4786
1.1045 0.4705
1.0859 0.4640
1.0800 0.4442
1.1667 0.4471
1.1818 0.4232

ID IR
0.9482 0.6568
0.9648 0.6592
0.9663 0.6676
1.0103 0.6705
1.0465 0.6592
1.0736 0.6440
1.0798 0.6256
1.0634 0.5970
1.0692 0.5553
1.0868 0.5504
1.0713 0.5238
1.0824 0.5040
1.0993 0.4988
1.1007 0.4804
1.1101 0.4786
1.1045 0.4705
1.0859 0.4640
1.0800 0.4442
1.0025 0.4568
1.0022 0.4684
0.9925 0.4763
0.9669 0.4673
0.9053 0.4874
0.8910 0.5180
0.8642 0.5308
0.8531 0.5268
0.8371 0.5437
0.8426 0.5609
0.8353 0.5702
0.8108 0.5816
0.7974 0.6005
0.8105 0.6186
0.8129 0.6288
0.7951 0.6341
0.7884 0.6554
0.7752 0.6933
0.7875 0.6983
0.7971 0.6854
0.8126 0.6851
0.8237 0.6860
0.8502 0.6968
0.8511 0.6799
0.8604 0.6755
0.8695 0.6592
0.8829 0.6548
0.9097 0.6414
0.9511 0.6452
ID AZ
0.7875 0.6983
0.7971 0.6854
0.8126 0.6851
0.8041 0.6948
ID AZ
0.8237 0.6860
0.8502 0.6968
0.8511 0.6799
0.8604 0.6755
0.8712 0.6898
0.8712 0.7035
0.8840 0.7061
0.8829 0.7128
0.8735 0.7155
0.8502 0.7353
0.8388 0.7230
0.8295 0.7251
0.8205 0.7365
0.8138 0.7341
0.8161 0.7318
0.8245 0.7239
0.8187 0.7201
0.8030 0.7289
0.7898 0.7260
0.8123 0.7073
ID AM
0.7898 0.7260
0.8123 0.7073
0.8237 0.6860
0.8126 0.6851
0.8041 0.6948
0.7811 0.7061
0.7656 0.7029
0.7680 0.7222
ID GE
0.7898 0.7260
0.8030 0.7289
0.8187 0.7201
0.8245 0.7239
0.8161 0.7318
0.8138 0.7341
0.8015 0.7400
0.8015 0.7452
0.7808 0.7519
0.7741 0.7475
0.7665 0.7473
0.7671 0.7510
0.7534 0.7577
0.7292 0.7586
0.7158 0.7662
0.7003 0.7621
0.7108 0.7542
0.7321 0.7478
0.7312 0.7286
ID TR
0.7312 0.7286
0.7680 0.7222
0.7656 0.7029
0.7811 0.7061
0.7875 0.6983
0.7752 0.6933
0.7884 0.6554
0.7510 0.6565
0.6921 0.6458
0.6740 0.6466
0.6487 0.6481
0.6405 0.6315
0.6309 0.6332
0.6320 0.6370
0.6373 0.6414
0.6355 0.6460
0.6227 0.6440
0.6113 0.6440
0.5979 0.6364
0.5720 0.6320
0.5679 0.6417
0.5448 0.6460
0.5396 0.6364
0.5168 0.6338
0.4833 0.6478
0.4594 0.7155
0.4626 0.7178
0.4638 0.7219
0.4705 0.7254
0.4681 0.7295
0.4600 0.7312
0.4658 0.7376
0.4710 0.7388
0.4810 0.7350
0.4885 0.7373
0.5011 0.7298
0.5495 0.7210
0.5743 0.7324
0.6201 0.7417
