ID AU
0.1845 0.8330
0.1810 0.8283
0.1695 0.8316
0.1670 0.8245
0.1772 0.8203
0.1838 0.8226
0.1841 0.8189
0.1943 0.8175
0.1988 0.8203
0.2154 0.8233
0.2196 0.8172
0.2419 0.8130
0.2573 0.8105
0.2656 0.8172
0.2864 0.8184
0.2918 0.8329
0.3019 0.8390
0.2971 0.8508
0.2652 0.8573
0.2590 0.8500
ID IT
0.1323 0.7650
0.1361 0.7730
0.1234 0.7735
0.1216 0.7789
0.1248 0.7833
0.1180 0.7887
0.1281 0.7946
0.1236 0.8032
0.1408 0.8042
0.1489 0.8100
0.1592 0.8029
0.1653 0.8138
0.1702 0.8112
0.1789 0.8111
0.1841 0.8189
0.1943 0.8175
0.1988 0.8203
0.2154 0.8233
0.2196 0.8172
0.2419 0.8130
0.2412 0.8004
0.2142 0.7922
0.2178 0.7732
0.2424 0.7601
0.2503 0.7453
0.2618 0.7357
0.2845 0.7330
0.2848 0.7306
0.2822 0.7261
0.3252 0.7058
0.3243 0.6967
0.3163 0.6994
0.3145 0.7041
0.3066 0.7053
0.2976 0.7069
0.2918 0.6946
0.3035 0.6898
0.3026 0.6796
0.2911 0.6806
0.2918 0.6738
0.2855 0.6675
0.2698 0.6650
0.2676 0.6559
0.2709 0.6505
0.2657 0.6435
0.2543 0.6452
0.2504 0.6505
0.2450 0.6500
0.2214 0.6613
0.2242 0.6701
0.2359 0.6715
0.2454 0.6668
0.2777 0.6734
0.2777 0.6801
0.2863 0.6815
0.2763 0.7025
0.2634 0.7051
0.2480 0.7168
0.2410 0.7235
0.2305 0.7247
0.1862 0.7530
0.1775 0.7714
0.1531 0.7760
0.1429 0.7665
ID SI
0.2412 0.8004
0.2419 0.8130
0.2419 0.8130
0.2573 0.8105
0.2656 0.8172
0.2864 0.8184
0.2917 0.8150
0.2777 0.8115
0.2769 0.8047
0.2702 0.7956
ID HR
0.2917 0.8150
0.2777 0.8115
0.2769 0.8047
0.2702 0.7956
0.2485 0.7847
0.2541 0.7914
0.2630 0.7896
0.2622 0.7812
0.2826 0.7625
0.3110 0.7530
0.2860 0.7768
0.2781 0.7861
0.2839 0.7935
0.3285 0.7914
0.3350 0.7866
0.3325 0.8050
0.3255 0.8027
0.3056 0.8071
ID BA
0.3110 0.7530
0.2860 0.7768
0.2781 0.7861
0.2839 0.7935
0.3285 0.7914
0.3350 0.7866
0.3409 0.7872
0.3372 0.7786
0.3463 0.7733
0.3397 0.7704
0.3451 0.7625
0.3337 0.7616
0.3243 0.7476
ID YU
0.3325 0.8050
0.3350 0.7866
0.3409 0.7872
0.3372 0.7786
0.3463 0.7733
0.3397 0.7704
0.3451 0.7625
0.3337 0.7616
0.3243 0.7476
0.3409 0.7347
0.3399 0.7413
0.3469 0.7485
0.3554 0.7455
0.3630 0.7368
0.3938 0.7434
0.3943 0.7505
0.4051 0.7579
0.3943 0.7667
0.3981 0.7760
0.3955 0.7791
0.4015 0.7812
0.3964 0.7851
0.3875 0.7805
0.3789 0.7851
0.3792 0.7917
0.3586 0.8080
ID HU
0.3586 0.8080
0.3255 0.8027
0.3056 0.8071
0.2917 0.8150
0.2864 0.8184
0.2918 0.8329
0.3019 0.8390
0.3117 0.8356
0.3280 0.8376
0.3297 0.8426
0.3388 0.8430
0.3397 0.8409
0.3421 0.8447
0.3481 0.8430
0.3556 0.8477
0.3593 0.8514
0.3738 0.8517
0.3789 0.8482
0.3880 0.8488
0.3885 0.8463
0.3992 0.8418
0.3831 0.8318
0.3705 0.8115
ID RO
0.3992 0.8418
0.3831 0.8318
0.3705 0.8115
0.3586 0.8080
0.3792 0.7917
0.3789 0.7851
0.3875 0.7805
0.3964 0.7851
0.4015 0.7812
0.3955 0.7791
0.3981 0.7760
0.4030 0.7721
0.3997 0.7675
0.4452 0.7646
0.4739 0.7735
0.4996 0.7668
0.5017 0.7695
0.5017 0.7759
0.5087 0.7842
0.5176 0.7861
0.5192 0.7917
0.5148 0.7980
0.5022 0.7929
0.4909 0.7968
0.4926 0.8130
0.4903 0.8242
0.4658 0.8456
0.4352 0.8349
0.4287 0.8409
0.4051 0.8433
ID BG
0.3943 0.7505
0.4051 0.7579
0.3943 0.7667
0.3981 0.7760
0.4030 0.7721
0.3997 0.7675
0.4452 0.7646
0.4739 0.7735
0.4996 0.7668
0.5005 0.7618
0.4991 0.7598
0.4917 0.7593
0.4886 0.7572
0.4888 0.7492
0.4826 0.7467
0.4856 0.7404
0.4886 0.7374
0.4809 0.7350
0.4711 0.7388
0.4658 0.7376
0.4601 0.7313
0.4553 0.7322
0.4564 0.7266
0.4410 0.7240
0.4284 0.7289
0.4009 0.7262
0.4020 0.7306
0.3976 0.7383
ID MK
0.3630 0.7368
0.3938 0.7434
0.3976 0.7383
0.4020 0.7306
0.4009 0.7262
0.3937 0.7219
0.3859 0.7213
0.3766 0.7175
0.3650 0.7175
0.3614 0.7175
0.3568 0.7262
ID AL
0.3409 0.7347
0.3399 0.7413
0.3469 0.7485
0.3554 0.7455
0.3630 0.7368
0.3568 0.7262
0.3614 0.7175
0.3650 0.7175
0.3675 0.7129
0.3626 0.7093
0.3605 0.7042
0.3544 0.7012
0.3554 0.6979
0.3491 0.6963
0.3479 0.7009
0.3364 0.7082
0.3351 0.7126
0.3397 0.7208
0.3381 0.7301
0.3412 0.7304
0.3421 0.7322
ID GR
0.4601 0.7313
0.4553 0.7322
0.4564 0.7266
0.4410 0.7240
0.4284 0.7289
0.4009 0.7262
0.3937 0.7219
0.3859 0.7213
0.3766 0.7175
0.3650 0.7175
0.3675 0.7129
0.3626 0.7093
0.3605 0.7042
0.3544 0.7012
0.3554 0.6979
0.3491 0.6963
0.3577 0.6881 
0.3612 0.6876
0.3661 0.6811
0.3629 0.6793
0.3621 0.6767
0.3652 0.6774
0.3661 0.6785
0.3671 0.6785
0.3731 0.6715
0.3836 0.6727
0.3997 0.6709
0.4104 0.6680
0.4011 0.6667
0.3892 0.6706
0.3766 0.6692
0.3717 0.6638
0.3740 0.6597
0.3808 0.6568
0.3797 0.6519
0.3825 0.6452
0.3864 0.6447
0.3864 0.6489
0.3894 0.6480
0.3950 0.6443
0.3932 0.6400
0.3972 0.6384
0.3981 0.6461
0.4055 0.6415
0.4072 0.6471
0.4006 0.6576
0.4081 0.6547
0.4142 0.6566
0.4130 0.6597
0.4090 0.6597
0.4063 0.6645
0.4137 0.6664
0.4244 0.6601
0.4233 0.6683
0.4168 0.6706
0.4002 0.6804
0.4067 0.6811
0.4186 0.6732
0.4221 0.6718
0.4265 0.6667
0.4329 0.6662
0.4284 0.6685
0.4238 0.6813
0.4175 0.6792
0.4118 0.6830
0.4055 0.6837 
0.4030 0.6860
0.4051 0.6888
0.4118 0.6855
0.3988 0.7000
0.3985 0.7073
0.4016 0.7100
0.4097 0.7044
0.4109 0.7003
0.4163 0.7005
0.4126 0.7035
0.4151 0.7047
0.4217 0.7000
0.4226 0.7024
0.4195 0.7056
0.4282 0.7024
0.4181 0.7122
0.4308 0.7166
0.4419 0.7175
0.4594 0.7154
0.4627 0.7178
0.4637 0.7219
0.4706 0.7254
0.4681 0.7296
ID MD
0.4909 0.7968
0.4926 0.8130
0.4903 0.8242
0.4658 0.8456
0.4875 0.8487
0.5071 0.8435
0.5147 0.8395
0.5117 0.8326
0.5190 0.8293
0.5197 0.8225
0.5271 0.8207
0.5280 0.8137
0.5110 0.8158
0.5084 0.8067
0.5019 0.7987
ID UA
0.4875 0.8487
0.5071 0.8435
0.5147 0.8395
0.5117 0.8326
0.5190 0.8293
0.5197 0.8225
0.5271 0.8207
0.5280 0.8137
0.5110 0.8158
0.5084 0.8067
0.5019 0.7987
0.4909 0.7968
0.5022 0.7929
0.5148 0.7980
0.5192 0.7917
0.5271 0.8022
0.5397 0.8085
0.5425 0.8143
0.5691 0.8151
0.5677 0.8143
0.5586 0.8141
0.5626 0.8122
0.5575 0.8106
0.5673 0.8094
0.5682 0.8067
0.5897 0.8067
0.5918 0.8041
0.5819 0.8013
0.5708 0.7957
0.5705 0.7940
0.5787 0.7938
0.5890 0.7889
0.5868 0.7808
0.5945 0.7772
0.6043 0.7800
0.6046 0.7831
0.6155 0.7835
0.6246 0.7896
0.6300 0.7866
0.6384 0.7878
0.6447 0.7948
0.6326 0.7959
0.6226 0.7940
0.6158 0.7950
0.6092 0.8074
0.6312 0.8171
0.6580 0.8216
0.6697 0.8242
0.6730 0.8339
0.6813 0.8384
0.6979 0.8377
0.7009 0.8501
0.6963 0.8522
0.7035 0.8554
0.6967 0.8584
0.7012 0.8605
0.7059 0.8634
0.7024 0.8697
0.6888 0.8727
0.6723 0.8767
0.6694 0.8745
0.6610 0.8783
0.6593 0.8851
0.6417 0.8914
0.6277 0.8823
0.6230 0.8871
0.6230 0.8928
0.6158 0.8976
0.6013 0.8984
0.6030 0.9095
0.5934 0.9173
0.5673 0.9177
0.5586 0.9124
0.5437 0.9130
0.5350 0.9039
0.5385 0.8972
0.5294 0.9016
0.5159 0.9009
0.5138 0.9046
0.5043 0.9036
0.4305 0.9095
0.4254 0.9051
0.4146 0.9047
0.4263 0.8920
0.4224 0.8893
0.4265 0.8862
0.4016 0.8696
0.4011 0.8629
0.3909 0.8508
0.4051 0.8433
0.4287 0.8409
0.4352 0.8349
0.4658 0.8456
ID SK
0.2590 0.8500
0.2652 0.8573
0.2971 0.8508
0.3019 0.8390
0.3117 0.8356
0.3280 0.8376
0.3297 0.8426
0.3388 0.8430
0.3397 0.8409
0.3421 0.8447
0.3481 0.8430
0.3556 0.8477
0.3593 0.8514
0.3738 0.8517
0.3789 0.8482
0.3880 0.8488
0.3909 0.8508
0.4011 0.8629
0.3752 0.8666
0.3678 0.8631
0.3596 0.8668
0.3551 0.8622
0.3475 0.8626
0.3479 0.8659
0.3454 0.8683
0.3337 0.8683
0.3262 0.8676
0.3101 0.8557
0.3038 0.8570
ID CZ
0.3337 0.8683
0.3262 0.8676
0.3101 0.8557
0.3038 0.8570
0.2971 0.8508
0.2652 0.8573
0.2590 0.8500
0.2443 0.8522
0.2213 0.8653
0.2147 0.8782
0.2604 0.9020
0.2690 0.8939
0.2725 0.8909
0.2908 0.8858
0.2887 0.8832
0.2950 0.8797
0.3001 0.8801
0.2980 0.8841
0.3117 0.8827
0.3136 0.8785
0.3285 0.8755
ID PL
0.2491 0.9437
0.2562 0.9310
0.2494 0.9236
0.2567 0.9189
0.2595 0.9098
0.2567 0.9041
0.2641 0.8969
0.2604 0.9020
0.2690 0.8939
0.2725 0.8909
0.2908 0.8858
0.2887 0.8832
0.2950 0.8797
0.3001 0.8801
0.2980 0.8841
0.3117 0.8827
0.3136 0.8785
0.3285 0.8755
0.3337 0.8683
0.3454 0.8683
0.3479 0.8659
0.3475 0.8626
0.3551 0.8622
0.3596 0.8668
0.3678 0.8631
0.3752 0.8666
0.4011 0.8629
0.4016 0.8696
0.4265 0.8862
0.4224 0.8893
0.4263 0.8920
0.4146 0.9047
0.4167 0.9133
0.4084 0.9172
0.4254 0.9250
0.4158 0.9446
0.4125 0.9497
0.4034 0.9527
0.3488 0.9543
0.3304 0.9534
0.3262 0.9600
0.2957 0.9585
0.2859 0.9518
ID RU
0.4034 0.9527
0.3488 0.9543
0.3514 0.9630
0.3734 0.9630
0.3754 0.9693
0.3892 0.9649
0.4007 0.9651
0.4039 0.9611
0.4000 0.9558
ID LT
0.3754 0.9693
0.3892 0.9649
0.4007 0.9651
0.4039 0.9611
0.4000 0.9558
0.4034 0.9527
0.4125 0.9497
0.4158 0.9446
0.4380 0.9459
0.4522 0.9513
0.4562 0.9620
0.4632 0.9663
0.4692 0.9655
0.4734 0.9690
0.4676 0.9704
0.4676 0.9763
0.4629 0.9763
0.4553 0.9838
0.4434 0.9854
0.4401 0.9893
0.4284 0.9859
0.3894 0.9873
ID LV
0.4676 0.9704
0.4676 0.9763
0.4629 0.9763
0.4553 0.9838
0.4434 0.9854
0.4401 0.9893
0.4284 0.9859
0.3894 0.9873
0.3713 0.9963
0.3771 0.9978
0.3762 1.0034
0.3832 1.0097
0.4007 1.0113
0.4020 1.0087
0.4104 1.0031
0.4121 0.9996
0.4287 1.0026
0.4312 1.0145
0.4448 1.0180
0.4655 1.0071
0.4809 1.0097
0.4900 1.0048
0.4854 0.9954
0.4959 0.9847
0.4851 0.9788
ID EE
0.4312 1.0145
0.4448 1.0180
0.4655 1.0071
0.4809 1.0097
0.4888 1.0138
0.4826 1.0215
0.4826 1.0301
0.4944 1.0416
0.4518 1.0447
0.4273 1.0412
0.4263 1.0369
0.4147 1.0376
0.4156 1.0267
0.4195 1.0209
0.4338 1.0222
ID EE
0.4090 1.0309
0.4037 1.0349
0.3894 1.0325
0.3962 1.0297
ID EE
0.4121 1.0272
0.3841 1.0250
0.3880 1.0201
0.4037 1.0204
ID BY
0.5586 0.9124
0.5437 0.9130
0.5350 0.9039
0.5385 0.8972
0.5294 0.9016
0.5159 0.9009
0.5138 0.9046
0.5043 0.9036
0.4305 0.9095
0.4254 0.9051
0.4146 0.9047
0.4167 0.9133
0.4084 0.9172
0.4254 0.9250
0.4158 0.9446
0.4380 0.9459
0.4522 0.9513
0.4562 0.9620
0.4632 0.9663
0.4692 0.9655
0.4734 0.9690
0.4676 0.9704
0.4676 0.9763
0.4851 0.9788
0.4959 0.9847
0.5176 0.9809
0.5159 0.9760
0.5250 0.9782
0.5341 0.9788
0.5439 0.9737
0.5460 0.9651
0.5413 0.9620
0.5411 0.9597
0.5493 0.9567
0.5717 0.9418
0.5768 0.9357
0.5677 0.9310
0.5525 0.9317
0.5493 0.9292
0.5546 0.9250
ID DK
0.1515 0.9596
0.1768 0.9594
0.1718 0.9742
0.1794 0.9775
0.1843 0.9844
0.1937 0.9847
0.1955 0.9908
0.1862 0.9905
0.1829 0.9978
0.1909 1.0048
0.1900 1.0101
0.1792 1.0096
0.1697 1.0022
0.1547 1.0005
0.1459 0.9959
0.1456 0.9742
0.1566 0.9704
ID DK
0.1776 0.9649
0.1913 0.9646
0.1892 0.9739
0.1741 0.9726
ID DK
0.1951 0.9771
0.2187 0.9832
0.2237 0.9744
0.2199 0.9724
0.2216 0.9683
0.2219 0.9630
0.2149 0.9581
0.2047 0.9569
0.1966 0.9593
0.1969 0.9619
0.2047 0.9613
0.2091 0.9651
0.2007 0.9674
ID GB
-0.1245 0.9654
-0.1388 0.9549
-0.1257 0.9485
-0.1222 0.9540
-0.1079 0.9476
-0.0916 0.9520
-0.1030 0.9666
ID GB
-0.0887 0.8759
-0.0715 0.8835
-0.0650 0.8808
-0.0575 0.8873
-0.0481 0.8890
-0.0385 0.8861
-0.0181 0.8867
0.0009 0.8893
0.0283 0.8972
0.0274 0.8989
0.0181 0.8995
0.0122 0.9018
0.0265 0.9100
0.0359 0.9190
0.0324 0.9246
0.0210 0.9284
0.0128 0.9293
0.0090 0.9258
0.0032 0.9275
0.0108 0.9325
0.0061 0.9546
-0.0181 0.9572
-0.0341 0.9800
-0.0432 0.9823
-0.0572 0.9809
-0.0394 0.9858
-0.0446 0.9885
-0.0274 1.0068
-0.0306 1.0106
-0.0548 1.0115
-0.0653 1.0112
-0.0706 1.0144
-0.0508 1.0226
-0.0513 1.0273
-0.0747 1.0264
-0.0869 1.0273
-0.0898 1.0173
-0.1000 1.0147
-0.0948 1.0039
-0.1035 1.0054
-0.1067 1.0121
-0.1155 1.0063
-0.1021 1.0004
-0.1021 0.9966
-0.1091 0.9928
-0.1053 0.9855
-0.0960 0.9887
-0.1079 0.9791
-0.1050 0.9745
-0.0980 0.9707
-0.0843 0.9724
-0.0890 0.9777
-0.0758 0.9727
-0.0863 0.9654
-0.0852 0.9602
-0.0554 0.9631
-0.0595 0.9555
-0.0510 0.9433
-0.0510 0.9351
-0.0732 0.9368
-0.0773 0.9255
-0.0674 0.9272
-0.0726 0.9176
-0.0916 0.9097
-0.0805 0.9056
-0.0592 0.9021
-0.0481 0.9042
-0.0502 0.8983
-0.0718 0.8963
-0.0849 0.8873
ID IE
-0.1245 0.9654
-0.1388 0.9549
-0.1257 0.9485
-0.1222 0.9540
-0.1079 0.9476
-0.1006 0.9284
-0.1088 0.9170
-0.1569 0.9027
-0.1794 0.9106
-0.1791 0.9153
-0.1654 0.9205
-0.1587 0.9330
-0.1759 0.9362
-0.1703 0.9447
-0.1732 0.9456
-0.1750 0.9508
-0.1642 0.9540
-0.1566 0.9517
ID SE
0.2295 0.9707
0.2549 0.9721
0.2540 0.9788
0.2573 0.9823
0.2841 0.9850
0.2960 1.0071
0.3001 1.0267
0.3264 1.0380
0.3357 1.0477
0.3343 1.0535
0.3077 1.0634
0.3106 1.0938
0.3605 1.1142
0.3821 1.1290
0.3768 1.1363
0.4016 1.1521
0.4101 1.1506
0.4302 1.1521
0.4188 1.1608
0.4241 1.1710
0.4174 1.1891
0.4075 1.1958
0.3885 1.2002
0.3675 1.2098
0.3459 1.1973
0.3179 1.1935
0.2567 1.1428
0.2503 1.1355
0.2354 1.1290
0.2278 1.0792
0.2257 1.0678
0.2013 1.0284
0.2272 0.9934
0.2237 0.9861
ID NO
0.2013 1.0284
0.2257 1.0678
0.2278 1.0792
0.2354 1.1290
0.2503 1.1355
0.2567 1.1428
0.3179 1.1935
0.3459 1.1973
0.3856 1.2128
0.3967 1.2049
0.4086 1.2025
0.4241 1.2052
0.4427 1.2014
0.4562 1.2081
0.4626 1.2233
0.4918 1.2273
0.5157 1.2212
0.5200 1.2180
0.5323 1.2203
0.5437 1.2177
0.5469 1.2218
0.5113 1.2265
0.5510 1.2300
0.4877 1.2451
0.4748 1.2410
0.4454 1.2291
0.4498 1.2349
0.4594 1.2442
0.3882 1.2323
0.3418 1.2291
0.2357 1.1941
0.2885 1.1985
0.2249 1.1562
0.1884 1.1279
0.1732 1.1200
0.1458 1.1168
0.1251 1.1042
0.0916 1.0897
0.0907 1.0579
0.0951 1.0386
0.1097 1.0401
0.0997 1.0316
0.1024 1.0249
0.1242 1.0165
0.1540 1.0229
0.1695 1.0319
0.1832 1.0348
0.1867 1.0480
0.1931 1.0386
ID FI
0.4302 1.1521
0.4188 1.1608
0.4241 1.1710
0.4174 1.1891
0.4075 1.1958
0.3885 1.2002
0.3675 1.2098
0.3856 1.2128
0.3967 1.2049
0.4086 1.2025
0.4241 1.2052
0.4427 1.2014
0.4562 1.2081
0.4626 1.2233
0.4918 1.2273
0.5157 1.2212
0.5200 1.2180
0.5323 1.2203
0.5437 1.2177
0.5469 1.2218
0.5040 1.1947
0.5297 1.1859
0.5130 1.1719
0.5314 1.1509
0.5250 1.1369
0.5294 1.1334
0.5396 1.1232
0.5273 1.1153
0.5568 1.1010
0.4865 1.0602
0.4118 1.0485
0.3800 1.0608
0.3730 1.0987
0.3789 1.1066
0.3952 1.1077
0.4358 1.1346
0.4492 1.1390
0.4445 1.1480
ID RU
0.6697 0.8242
0.6730 0.8339
0.6813 0.8384
0.6979 0.8377
0.7009 0.8501
0.6963 0.8522
0.7035 0.8554
0.6967 0.8584
0.7012 0.8605
0.7059 0.8634
0.7024 0.8697
0.6888 0.8727
0.6723 0.8767
0.6694 0.8745
0.6610 0.8783
0.6593 0.8851
0.6417 0.8914
0.6277 0.8823
0.6230 0.8871
0.6230 0.8928
0.6158 0.8976
0.6013 0.8984
0.6030 0.9095
0.5934 0.9173
0.5673 0.9177
0.5586 0.9124
0.5546 0.9250
0.5493 0.9292
0.5525 0.9317
0.5677 0.9310
0.5768 0.9357
0.5717 0.9418
0.5493 0.9567
0.5411 0.9597
0.5413 0.9620
0.5460 0.9651
0.5439 0.9737
0.5341 0.9788
0.5250 0.9782
0.5159 0.9760
0.5176 0.9809
0.4959 0.9847
0.4854 0.9954
0.4900 1.0048
0.4809 1.0097
0.4888 1.0138
0.4826 1.0215
0.4826 1.0301
0.4944 1.0416
0.4932 1.0480
0.5145 1.0497
0.5314 1.0485
0.5259 1.0535
0.5122 1.0538
0.5025 1.0625
0.5568 1.1010
0.5273 1.1153
0.5396 1.1232
0.5294 1.1334
0.5250 1.1369
0.5314 1.1509
0.5130 1.1719
0.5297 1.1859
0.5040 1.1947
0.5469 1.2218
0.5113 1.2265
0.5510 1.2300
0.5661 1.2262
0.5935 1.2165
0.6221 1.2125
0.7219 1.1880
0.7292 1.1766
0.7140 1.1652
0.6773 1.1567
0.6256 1.1632
0.5728 1.1745
0.5915 1.1629
0.6064 1.1600
0.6145 1.1506
0.6055 1.1463
0.6137 1.1325
0.6373 1.1258
0.6528 1.1191
0.6714 1.1223
0.6667 1.1279
0.6545 1.1276
0.6431 1.1375
0.6495 1.1419
0.6988 1.1317
0.7125 1.1355
0.6980 1.1483
0.7429 1.1652
0.7662 1.1600
0.7831 1.1705
0.7691 1.1778
0.7785 1.1958
0.7621 1.2020
0.8085 1.2002
0.8231 1.1877
0.7998 1.1856
0.7933 1.1783
0.8088 1.1710
0.8385 1.1728
0.8412 1.1842
0.9470 1.2078
0.9500 1.1985
0.9377 1.1938
1.0354 1.2081
1.0404 1.1996
1.0517 1.1982
1.0541 1.2023
1.0678 1.2057
1.0582 1.2183
1.0363 1.2265
1.0404 1.2340
1.0774 1.2215
1.1159 1.2212
1.2031 1.1967
1.2151 1.2046
1.1754 1.2197
1.1743 1.2478
1.2028 1.2545
1.2192 1.2778
1.2772 1.2740
1.2658 1.2521
1.2795 1.2402
1.2731 1.2081
1.2897 1.2002
1.2819 1.1862
1.2550 1.1670
1.2209 1.1722
1.2145 1.1667
1.2647 1.1603
1.2720 1.1667
1.2918 1.1719
1.3122 1.1917
1.3067 1.1973
1.3102 1.2028
1.3417 1.2072
1.3580 1.1944
1.3703 1.1950
1.3647 1.2060
1.3309 1.2125
1.2973 1.2090
1.2927 1.2250
1.3008 1.2372
1.2828 1.2495
1.2889 1.2585
1.3090 1.2635
1.3078 1.2763
1.3271 1.2717
1.3309 1.2661
1.3221 1.2486
1.3755 1.2451
1.3408 1.2515
1.3347 1.2571
1.3510 1.2603
1.3653 1.2574
1.3682 1.2606
1.3530 1.2655
1.3647 1.2717
1.4642 1.2574
1.4438 1.2641
1.4195 1.2685
1.4108 1.2862
1.5310 1.2935
1.4965 1.3058
1.6969 1.3361
1.7004 1.3291
1.7485 1.3338
1.7340 1.3399
1.7713 1.3402
1.7730 1.3469
1.8343 1.3600
1.8725 1.3560
1.8509 1.3490
1.8865 1.3466
1.8737 1.3396
1.8915 1.3388
1.8941 1.3422
1.9755 1.3422
1.9994 1.3268
1.9740 1.3105
1.8635 1.2816
1.9253 1.2883
1.9355 1.2962
1.9816 1.2933
1.9915 1.2862
2.0259 1.2912
2.0918 1.2871
2.0825 1.2819
2.2222 1.2661
2.2222 1.2848
2.2473 1.2862
2.2712 1.2728
2.2721 1.2635
2.2630 1.2536
2.2975 1.2393
2.3266 1.2571
2.3503 1.2489
2.4491 1.2515
2.4445 1.2673
2.4655 1.2758
2.6302 1.2609
2.6183 1.2553
2.6830 1.2378
2.7507 1.2431
2.8087 1.2320
2.8018 1.2203
2.9254 1.2148
2.9502 1.2247
2.9700 1.2215
2.9660 1.2157
2.9467 1.2171
2.9762 1.2028
2.9937 1.2069
2.9896 1.2250
3.0870 1.2224
3.0552 1.1798
3.0494 1.1626
3.0435 1.1734
2.9983 1.1699
2.9683 1.1559
2.9893 1.1436
3.0085 1.1445
3.0109 1.1250
3.0298 1.1226
3.0701 1.1360
3.0762 1.1439
3.0963 1.1474
3.1185 1.1430
3.1246 1.1573
3.1424 1.1524
3.1290 1.1474
3.1442 1.1360
3.1328 1.1311
3.1098 1.1305
3.1500 1.0952
3.1418 1.0891
3.0981 1.0935
2.9937 1.0576
2.9811 1.0468
2.9662 1.0573
2.9482 1.0608
2.9240 1.0535
2.9126 1.0453
2.9097 1.0564
2.8904 1.0456
2.8779 1.0500
2.8607 1.0450
2.8557 1.0319
2.8394 1.0170
2.8464 1.0106
2.8490 1.0130
2.8627 1.0103
2.8534 1.0030
2.8627 0.9823
2.8569 0.9785
2.8464 0.9835
2.8394 0.9791
2.8335 0.9657
2.8426 0.9575
2.8292 0.9526
2.8222 0.9552
2.8038 0.9473
2.7994 0.9348
2.7799 0.9252
2.7676 0.9036
2.7440 0.8910
2.7242 0.9675
2.7312 0.9937
2.7501 1.0019
2.7460 1.0092
2.7641 1.0156
2.7988 1.0345
2.8481 1.0625
2.8685 1.0658
2.8700 1.0768
2.8741 1.0894
2.8933 1.0935
2.8817 1.0978
2.8595 1.0932
2.8580 1.0771
2.8458 1.0777
2.8166 1.0617
2.8026 1.0652
2.8087 1.0815
2.7609 1.0806
2.7440 1.0719
2.7032 1.0433
2.7186 1.0383
2.7183 1.0357
2.6510 1.0287
2.6445 1.0345
2.6650 1.0360
2.6527 1.0436
2.6168 1.0456
2.6113 1.0369
2.5028 1.0383
2.4631 1.0121
2.3695 0.9610
2.3963 0.9567
2.3952 0.9441
2.4039 0.9450
2.4054 0.9517
2.4141 0.9526
2.4141 0.9467
2.4097 0.9403
2.4284 0.9514
2.4488 0.9520
2.4797 0.9348
2.4760 0.9088
2.4690 0.9047
2.4541 0.8473
2.4392 0.8371
2.4278 0.8237
2.3680 0.7621
2.3328 0.7499
2.3071 0.7586
2.2893 0.7432
2.2840 0.7493
2.2977 0.7548
2.2998 0.7729
2.2934 0.7863
2.3030 0.7895
2.3091 0.7951
2.3325 0.7892
2.3319 0.7974
2.3497 0.8292
2.3593 0.8377
2.3581 0.8479
2.3249 0.8417
2.3208 0.8362
2.2960 0.8371
2.2873 0.8578
2.2555 0.8692
2.2365 0.8724
2.2181 0.9129
2.2009 0.9293
2.1683 0.9383
2.1198 0.9333
2.1038 0.9225
2.1140 0.9205
2.1166 0.9132
2.0898 0.8838
2.0895 0.8773
2.0653 0.8686
2.0458 0.8735
2.0376 0.8753
2.0215 0.8744
2.0052 0.8808
1.9792 0.8698
1.9425 0.8595
1.9031 0.8627
1.8917 0.8703
1.8917 0.8756
1.8795 0.8767
1.8713 0.8826
1.8463 0.8858
1.8247 0.8785
1.7943 0.8855
1.7929 0.8986
1.7366 0.9117
1.7135 0.8928
1.7240 0.8838
1.7188 0.8759
1.7068 0.8715
1.6581 0.8770
1.6537 0.8867
1.6187 0.8913
1.5703 0.8753
1.5724 0.8709
1.5391 0.8619
1.5278 0.8622
1.5184 0.8724
1.5103 0.8668
1.4936 0.8706
1.4750 0.8881
1.4578 0.8940
1.4487 0.8899
1.4236 0.8928
1.4248 0.8969
1.4128 0.8977
1.4117 0.8934
1.4041 0.8899
1.3641 0.9377
1.3399 0.9482
1.3487 0.9552
1.3049 0.9383
1.2865 0.9380
1.2915 0.9476
1.2475 0.9497
1.2413 0.9701
1.2308 0.9657
1.2200 0.9707
1.0719 0.9473
1.0707 0.9389
1.0885 0.9304
1.0736 0.9304
1.0660 0.9228
1.0690 0.9173
1.0532 0.9109
1.0792 0.9001
1.0765 0.8910
1.0649 0.8887
1.0541 0.8937
1.0436 0.8864
1.0302 0.8922
1.0273 0.8951
1.0135 0.8957
1.0124 0.8928
1.0077 0.8910
1.0030 0.8960
0.9914 0.8960
0.9768 0.8864
0.9365 0.9033
0.9237 0.9018
0.9147 0.9077
0.9053 0.9015
0.8922 0.9062
0.8531 0.8881
0.8584 0.8779
0.8473 0.8744
0.8327 0.8838
0.8260 0.8622
0.8152 0.8490
0.8269 0.8464
0.8304 0.8383
0.8458 0.8362
0.8587 0.8210
0.8485 0.8184
0.8616 0.8129
0.8345 0.8000
0.8196 0.7808
0.8342 0.7703
0.8333 0.7569
0.8502 0.7353
0.8388 0.7230
0.8295 0.7251
0.8205 0.7365
0.8138 0.7341
0.8015 0.7400
0.8015 0.7452
0.7808 0.7519
0.7741 0.7475
0.7665 0.7473
0.7671 0.7510
0.7534 0.7577
0.7292 0.7586
0.7158 0.7662
0.7003 0.7621
