ID AR
-0.013827 1.196748
-0.032791 1.180051
-0.057507 1.209118
-0.063722 1.196718
-0.086096 1.210358
-0.103498 1.183078
-0.109713 1.207878
-0.131436 1.195835
-0.137648 1.206015
-0.143863 1.204775
-0.153077 1.215256
-0.180757 1.203402
-0.194237 1.232678
-0.225243 1.224224
-0.292513 1.244756
-0.292603 1.256865
-0.306907 1.271017
-0.338467 1.264181
-0.363916 1.284899
-0.355196 1.502143
-0.62072 1.517555
-0.616738 1.57343
-0.532342 1.566854
-0.282031 1.555986
-0.062638 1.551001
0.120171 1.553293
0.122656 1.496302
0.128149 1.457772
ID TX
0.228782 0.901991
