ID AR
1.553457 1.962269
1.551894 1.960391
ID MD
1.790531 1.862131
1.756839 1.845591
1.737286 1.837057
1.739516 1.854933
1.729511 1.860688
1.733916 1.872708
1.718586 1.885732
1.718776 1.868417
1.707094 1.868689
1.687049 1.891931
1.699139 1.911664
1.689563 1.92129
1.682429 1.912641
1.691306 1.932609
1.685175 1.944293
1.675584 1.93056
1.67446 1.941581
1.682987 1.954675
1.676639 1.968861
1.694817 1.995139
1.691181 2.016765
1.653789 1.967909
1.670113 1.949019
1.66154 1.91898
1.69479 1.845083
1.641544 1.860689
1.629705 1.876688
1.610956 1.866626
1.616373 1.895266
1.620651 1.905294
1.620728 1.913147
1.629463 1.927053
1.616056 1.936124
1.610778 1.927985
1.572847 1.941554
1.575617 1.955364
1.551894 1.960391
1.553457 1.962269
1.536105 1.989961
1.507031 1.991611
1.482112 1.974012
1.455277 1.978337
1.407028 1.920155
1.396911 1.977803
1.581856 2.01233
1.704072 2.037656
1.741955 1.901129
1.796547 1.91217
ID PA
1.753801 2.067651
1.733171 2.053035
1.704072 2.037656
1.581856 2.01233
1.396911 1.977803
1.310336 1.961921
1.292662 2.063984
1.268343 2.211851
1.32422 2.254392
1.329135 2.225283
1.550646 2.267678
1.683006 2.297082
1.712089 2.279152
1.727641 2.244596
1.753809 2.236652
1.735778 2.202038
1.737528 2.202038
1.727661 2.188272
1.737178 2.176527
1.735444 2.148466
1.781779 2.103703
1.754164 2.069879
ID OH
1.28157 2.054917
1.286761 2.049616
1.291632 2.027001
1.288146 2.009567
1.280855 1.946615
1.256775 1.916564
1.236079 1.915526
1.213341 1.89632
1.218276 1.857825
1.207475 1.850579
1.193422 1.86547
1.181522 1.83682
1.188215 1.816868
1.177916 1.797548
1.155827 1.791587
1.133465 1.805627
1.12541 1.825159
1.094896 1.806551
1.073972 1.810394
1.061656 1.80517
1.011796 1.817599
0.986408 1.848348
0.955469 1.842711
0.953106 1.865185
0.922774 2.131243
1.03292 2.149225
1.11939 2.1218
1.177039 2.141942
1.209983 2.17892
1.268343 2.211851
1.292662 2.063984
1.281367 2.055746
ID MI
1.098431 2.298167
1.095618 2.257431
1.083606 2.244854
1.077764 2.262456
1.0751 2.25714
1.03292 2.149225
0.922774 2.131243
0.756218 2.120561
0.773637 2.141122
0.795869 2.217308
0.791325 2.262212
0.758709 2.33252
0.76952 2.450897
0.818711 2.514185
0.815433 2.47122
0.827295 2.490478
0.827655 2.465588
0.832742 2.524286
0.865992 2.54074
0.850812 2.548017
0.859674 2.576172
0.848583 2.579477
0.874839 2.585119
0.986652 2.541424
0.999606 2.515698
0.984907 2.515764
1.003741 2.481089
1.004131 2.438475
0.989225 2.427061
0.988907 2.404856
0.966839 2.391735
0.96454 2.365644
0.987113 2.35242
1.015346 2.399632
1.051031 2.410873
1.067277 2.392311
ID MI
0.828367 2.688692
0.845057 2.691491
0.844274 2.658808
0.879628 2.65591
0.911194 2.672566
0.931082 2.622186
0.959351 2.629493
0.966807 2.611981
0.900319 2.604353
0.876664 2.614821
0.872866 2.590118
0.850801 2.606907
0.817511 2.613319
0.784599 2.595355
0.754222 2.5894
0.731264 2.548572
0.722433 2.556589
0.733817 2.581128
0.715608 2.576098
0.703187 2.553545
0.696313 2.571568
0.660464 2.485586
0.648245 2.493216
0.652556 2.515167
0.634762 2.512395
0.639726 2.549192
0.611263 2.56153
0.613145 2.573085
0.453466 2.608217
0.429332 2.631812
0.536565 2.687769
0.575166 2.731604
0.607828 2.746409
0.627822 2.739357
0.591212 2.713911
0.577182 2.666918
0.599064 2.688507
0.625545 2.682548
0.664143 2.642983
0.716171 2.640563
0.715602 2.653982
0.723811 2.643645
0.754263 2.67013
ID WI
0.654283 2.441052
0.678803 2.461468
0.699439 2.511569
0.707841 2.507618
0.661607 2.356226
0.652815 2.279096
0.668806 2.194794
0.437618 2.180444
0.401462 2.205239
0.390332 2.241474
0.399051 2.261111
0.385285 2.285862
0.377355 2.326994
0.256096 2.422274
0.262277 2.499457
0.243399 2.513449
0.244024 2.529554
0.286805 2.570499
0.284716 2.635951
0.304272 2.641806
0.39251 2.674112
0.401603 2.666284
0.388008 2.633804
0.404183 2.644091
0.429332 2.631812
0.453466 2.608217
0.613145 2.573085
0.611263 2.56153
0.639726 2.549192
0.634762 2.512395
0.652556 2.515167
0.648245 2.493216
0.660464 2.485586
0.633134 2.44128
0.636012 2.420231
ID WI
0.716883 2.527957
0.716883 2.527956
0.716882 2.527956
ID NY
1.840015 2.193139
1.825366 2.177937
1.827729 2.193289
1.828179 2.196873
1.828179 2.198665
1.82899 2.202956
1.828129 2.22009
1.812407 2.245586
1.822319 2.213723
1.753809 2.236652
1.727641 2.244596
1.712089 2.279152
1.683006 2.297082
1.550646 2.267678
1.329135 2.225283
1.32422 2.254392
1.38717 2.324362
1.360404 2.373412
1.413845 2.395196
1.482566 2.393357
1.539998 2.413409
1.580136 2.450249
1.566649 2.481039
1.577846 2.494246
1.555859 2.49939
1.558881 2.517938
1.620509 2.604587
1.652835 2.632132
1.766673 2.658114
1.797562 2.502605
1.813709 2.500411
1.832794 2.414511
1.833476 2.334556
1.855902 2.243649
1.838908 2.226662
1.848248 2.21514
1.840015 2.201343
ID NY
1.862065 2.214401
1.930272 2.235253
1.954439 2.262588
1.973798 2.247472
1.991061 2.261252
1.90274 2.191178
1.849574 2.168014
1.843049 2.166894
1.829137 2.164262
1.829137 2.164262
1.83046 2.181271
1.845454 2.191384
1.860301 2.211471
ID NY
1.811128 2.150892
1.813152 2.167996
1.824963 2.166456
ID CT
1.968699 2.365465
1.968437 2.365418
1.980724 2.288172
1.899585 2.260788
1.876507 2.241288
1.848248 2.21514
1.838908 2.226662
1.855902 2.243649
1.833476 2.334556
ID DC
1.620728 1.913147
1.616491 1.923941
1.610778 1.927985
1.616056 1.936124
1.629463 1.927053
ID DE
1.796547 1.91217
1.741955 1.901129
1.704072 2.037656
1.733171 2.053035
1.726992 2.028551
1.735438 2.003735
1.754588 1.973064
1.784371 1.949782
ID NJ
1.825179 2.187345
1.816679 2.176994
1.813152 2.167996
1.811128 2.150892
1.816936 2.145643
1.83193 2.152971
1.843895 2.073409
1.799994 1.969126
1.791076 1.967058
1.792766 1.992473
1.771389 1.989948
1.742638 2.007115
1.737678 2.013962
1.726992 2.028551
1.733171 2.053035
1.753801 2.067651
1.754164 2.069879
1.781779 2.103703
1.735444 2.148466
1.737178 2.176527
1.727661 2.188272
1.737528 2.202038
1.735778 2.202038
1.753809 2.236652
1.822319 2.213723
1.826374 2.200126
ID MA
2.069206 2.330003
2.069399 2.329892
2.073761 2.338519
2.063345 2.355989
2.038005 2.322852
2.002191 2.373729
1.968437 2.365418
1.968699 2.365465
1.833476 2.334556
1.832794 2.414511
1.897031 2.428268
1.989594 2.448866
2.022116 2.477829
2.031045 2.45911
2.046548 2.457119
2.021842 2.424379
2.049843 2.407886
2.057306 2.384886
2.100726 2.365549
2.117837 2.380807
2.10347 2.403249
2.09109 2.402806
2.102314 2.406132
2.125425 2.376408
2.126239 2.352424
2.121214 2.365985
ID VT
1.904407 2.623697
1.886311 2.609049
1.893005 2.58317
1.87993 2.521438
1.88539 2.442422
1.897031 2.428268
1.832794 2.414511
1.813709 2.500411
1.797562 2.502605
1.766673 2.658114
1.90748 2.694401
1.905128 2.663428
1.916925 2.647948
1.904942 2.623855
ID RI
2.038005 2.322852
1.980724 2.288172
1.968437 2.365418
2.002191 2.373729
ID NH
1.992609 2.543748
2.025589 2.500531
2.022116 2.477829
1.989594 2.448866
1.897031 2.428268
1.88539 2.442422
1.87993 2.521438
1.893005 2.58317
1.886311 2.609049
1.904407 2.623697
1.904942 2.623855
1.916925 2.647948
1.905128 2.663428
1.90748 2.694401
1.905547 2.719765
1.930564 2.734113
1.991222 2.546819
ID ME
2.17265 2.845355
2.19701 2.843113
2.202267 2.809818
2.217466 2.796773
2.230991 2.804816
2.258346 2.772821
2.241563 2.743013
2.224807 2.737411
2.221451 2.717873
2.20687 2.722428
2.19246 2.695463
2.179811 2.700382
2.178915 2.680955
2.16104 2.682956
2.154406 2.701536
2.154333 2.658937
2.159507 2.654164
2.155235 2.646787
2.147603 2.65738
2.138527 2.676269
2.129049 2.696299
2.116077 2.68393
2.124957 2.633822
2.096535 2.618159
2.089327 2.598434
2.08016 2.603811
2.074094 2.587587
2.065032 2.593528
2.050704 2.580822
2.025589 2.500531
1.992609 2.543748
1.991222 2.546819
1.930564 2.734113
1.951443 2.731661
1.948981 2.753148
1.962398 2.751861
1.952007 2.763623
1.975651 2.813882
1.964344 2.845354
1.971211 2.905306
2.004742 3.002716
2.018995 3.00306
2.037045 2.979668
2.076187 3.012384
2.121799 2.992304
ID ME
2.138923 2.666534
2.144379 2.648231
2.129871 2.651825
2.136195 2.663817
ID ME
2.161959 2.675054
2.176682 2.665915
2.162654 2.660651
2.161367 2.67531
ID ME
2.126523 2.683481
2.125756 2.663154
2.124539 2.679529
