Region,2000,2003,2005,2007,2009
AL ,217.2232192,223.3446426,225.0712362,228.520018,227.9626504
AK ,,232.9916543,235.5107055,237.2738932,237.2122843
AZ ,218.8676202,228.9113961,229.8006731,231.9369335,229.9911052
AR ,216.1756209,229.0065887,235.545467,237.6706874,237.5405919
CA ,212.6941336,227.4549818,230.3669575,230.0340912,231.6749272
CO ,,235.1931161,239.2158745,240.2058902,243.13244
CT ,233.7682228,240.6152416,242.1207324,242.7556468,244.7177427
DE ,,235.8594245,239.7169124,241.7948949,239.4905694
DC ,191.5821478,204.9198504,211.1222985,213.6988988,219.260141
FL ,,233.7288115,238.9306496,242.02025,241.9449094
GA ,218.9768855,230.2549768,233.6357378,235.2090171,236.0295729
HI ,216.3190769,226.8346102,230.0968754,234.286135,235.6797808
ID ,224.4717844,234.9437647,241.6501157,240.9028435,241.0428023
IL ,222.975988,232.8567753,233.067494,237.2870413,238.2856688
IN ,233.0256168,237.9682799,240.0690988,245.144255,242.6168096
IA ,231.0729483,238.4766945,239.8808018,242.8195893,242.595644
KS ,232.0921532,241.7473658,245.7820465,247.9236542,245.3086536
KY ,219.3802758,228.7263433,231.4923054,235.0879202,238.8359023
LA ,218.1868241,226.2477291,230.2311964,230.0431193,229.4324555
ME ,229.5451373,237.6157104,240.6914597,242.370604,244.4557328
MD ,221.5365413,233.0798523,238.4217067,240.3282307,243.795041
MA ,233.3941162,241.6645274,247.337049,252.4303198,252.2547897
MI ,229.3095752,235.6869747,237.706003,237.6055535,236.2797197
MN ,233.7200903,241.9122956,245.7461911,246.9977624,249.4555342
MS ,210.5576036,222.8906005,226.6988447,227.6123771,227.2622608
MO ,227.8010227,234.8364254,235.0355476,239.4111029,240.6843809
MT ,228.4718498,235.7549153,240.5754886,243.6188113,244.4007519
NE ,225.0573925,236.2541084,237.7061785,238.0408086,238.7484634
NV ,219.5507872,227.5135983,229.8715955,231.7816005,235.1522739
NH ,,243.1101422,245.6259264,248.5715266,251.0717526
NJ ,,238.7765412,243.9789314,248.6215224,246.5298698
NM ,213.4763536,222.5180092,224.0272183,228.0643128,230.0295892
NY ,225.139222,235.9300755,238.1739767,242.5430182,240.6410988
NC ,229.9018232,242.0401256,241.2355493,241.617994,243.7784601
ND ,229.8161019,237.5773868,242.7369951,245.4158542,245.1895263
OH ,230.0075344,237.7820679,242.1059352,244.5327317,243.6875529
OK ,223.7295381,229.0966213,233.9553288,236.8021942,236.7809856
OR ,223.9138224,236.3059056,238.3249306,236.0396573,238.0323272
PA ,,235.9470171,240.5729633,244.0012735,243.5878732
RI ,224.0698116,230.297962,233.4367723,235.8779358,238.7668591
SC ,219.8694227,235.7932235,238.3026753,237.1074115,235.6683025
SD ,,237.2648206,241.5941861,241.2134286,242.0977898
TN ,219.8471108,227.7550447,231.6880797,232.7537101,231.8254862
TX ,231.2783286,237.3059218,241.9909163,242.3397599,240.4646237
UT ,226.8087867,234.7829509,238.7974238,239.4049889,240.3187126
VT ,231.5636302,241.9260724,243.5288554,246.357405,247.7672261
VA ,229.5414802,239.2030891,240.4975682,243.5211298,243.0712969
WA ,,238.2928395,241.6846745,242.542232,242.2570912
WV ,223.2036028,230.7677485,230.8432679,236.3378058,232.9831445
WI ,,236.755414,240.5685819,244.1812142,243.5852535
WY ,228.626636,241.0857006,242.9559138,243.8669151,242.0091957
