ID,Race,2001,2002,2003,2004,2005,2006,2007
22001,white,-0.366991938905388,0.0660037898950327,-0.491510277033065,-0.256591186092758,-0.0836066628078976,1.06634054239616,0.428829211336376
22003,white,-0.392995434317748,-1.16623150565709,0.457907713983797,-0.116877045348294,-0.462204540135736,1.12854875683301,-0.23830281894798
22005,white,2.03343186219549,2.45408987230075,3.12007410175992,2.51036134705391,3.30361260568793,4.43012544829536,3.07227542179663
22007,white,-1.68795327642642,-0.0326413369891631,-0.568144713642003,-0.604229607250755,-0.792916611603013,-0.546156920207806,-0.113849450843825
22009,white,-0.56485132686774,-0.425151839942837,0.20092569337304,-0.293622659075447,-0.588974681271323,0.697229146345869,-0.584774341680419
22011,white,-0.525172039116262,-0.338612779901693,0.526085050416484,1.09027474923681,1.01020995110728,0.402178168487739,-0.0708968450903935
22013,white,-1.6505870045333,0.614584564472285,-0.86925878068836,-0.355492356914326,-0.594601022713759,-1.74662040913985,-0.0852307317667113
22015,white,0.187060926436559,0.463321531312237,0.772312394168422,1.39617486338798,0.980841260003772,1.11274182788526,0.833949118547451
22017,white,-1.15063239121501,-1.33108534651331,-0.965942339952405,-0.505802547921246,-0.71267371421784,-1.19551780516011,-0.851589364415672
22019,white,-0.607861879443216,-0.451546980420442,0.181136176668151,-0.0783504222635738,-0.0233727654505289,-1.32577185864467,0.423404970804928
22021,white,-1.04389086595492,0.239750659314313,-0.574025352786415,0.601395236949723,-1.39885222381636,-1.22468776524797,-0.45421065553646
22023,white,-1.85385949696444,-1.19297470451784,-0.782560089435439,-0.901408450704225,-0.795906765207504,-18.9914040114613,-4.37181663837012
22025,white,-1.60523950173366,-1.03106238580005,-1.16049057101411,-1.06737825216811,-1.92852326365475,-0.783828382838284,0.956340956340956
22027,white,-1.19226762356754,-0.937207122774133,-0.98155156102176,-1.19431506031291,-0.181312703976792,-0.339065148946476,-1.00850546780073
22029,white,-1.89284832524072,-1.0989010989011,-1.95928753180662,-2.18011938749027,-1.97222959228796,-1.18188379646337,-1.25079886789008
22031,white,0.0283326250177079,1.08341594674975,0.924693520140105,1.40209620323454,0.369635156410432,0.0818386414785515,0.96763202725724
22033,white,-1.28583344308354,-1.30258248429029,-0.93992754537426,-1.05346469801588,-1.56851928469636,-0.153653592878693,-1.27321798595812
22035,white,-1.26495726495726,-1.83518005540166,-2.82186948853616,-1.7059891107078,-2.99113737075332,-5.51960411115341,-1.36986301369863
22037,white,0.0726810211683474,-0.508397639582388,0.684369011771147,-0.362515860068878,0.0727669637984355,0.772586802399564,-0.117254442139443
22039,white,-0.590018185492019,-0.71141103296882,-1.25696036685228,-0.23634780445329,0.241064006650042,0.339995024463057,0.665289256198347
22041,white,-1.54820548909219,-1.04360257326662,-0.332273909274776,-0.463835338454849,-1.47080238823358,-1.47058823529412,0.0900022500562514
22043,white,-0.289928148241523,-0.151706700379267,0.500126614332742,1.08976377952756,1.73853439680957,1.62920316040914,0.265172060507443
22045,white,-0.211304807184363,-0.256220222339862,-0.131623641304348,-0.457038391224863,-0.269075533346146,0.00214128177126828,-0.057813369877093
22047,white,-0.160236657216813,-0.888888888888889,-1.30169407075237,-0.67520666372184,-0.552731893265565,-0.370535999488916,-0.916960564283424
22049,white,-0.54178145087236,-0.65552580555812,0.0185873605947955,0.232298829213901,-0.889960137202188,0.43962211205687,-0.791581300055876
22051,white,-1.95568633774051,-1.78604466310805,-1.4679359940836,-1.57194294271967,-1.89055907457565,-6.15456248602236,-2.12329569871469
22053,white,-0.891897272546287,-0.590574906592744,-0.383931458131264,-0.0486835165726804,0.0162357429881885,0.491051499533298,-0.161537840239076
22055,white,-0.318478268755033,0.408285057203575,0.247888957344254,0.286319564447208,0.351830890463797,1.22780926927747,0.552164655784244
22057,white,-0.275485813831008,0.177393800696034,0.440671551001649,0.298772609819121,-0.466951131148861,0.818301922402869,-0.3663836330815
22059,white,-1.48911798396334,0.42358803986711,-0.827061450665785,-0.658827453923776,-1.12491605104097,0.908473425029716,-0.176693310896088
22061,white,-0.726882253334985,-1.1274285476557,0.538584532525457,0.52732903657822,-0.383014154870941,-1.82213306586426,0.387365911799762
22063,white,2.48421392868274,2.89032316200903,2.53434780228803,3.28101644245142,2.50069779702894,4.5475633370986,2.39241373322657
22065,white,-3.83405426661424,-3.94602330811695,-2.57556406981694,-2.40332095258903,-1.41034251175285,-4.29155313351499,-0.640569395017794
22067,white,-1.27966496044672,-1.27268442139995,-1.02052995941752,-1.07928851371721,-2.27355845422406,-1.94598640304372,-2.06729851790599
22069,white,-0.908043940467753,0.51405837915158,-1.45868540425153,-0.320426031230255,-0.0135826504278535,-0.199239268248506,0.199637023593466
22071,white,-0.768268577429119,-0.950846969661601,-1.19486232766409,-1.33970454942993,-1.79951486433125,-43.589975052521,8.36788431603602
22073,white,-0.664533072481951,0.189454755635476,-0.376056322981101,-0.0182303675027614,-0.788339017954823,-0.50595141569098,-0.307505079810064
22075,white,-0.724872876771611,0.196163905841325,1.47922558190124,3.39764201500536,-0.580491344459417,-22.2239599624648,-1.8700985320732
22077,white,-1.01127682793743,-0.48508011171542,-0.450516986706056,-0.645448475406187,-0.776583034647551,0.662251655629139,0.119617224880383
22079,white,-0.480723007403134,-0.183557144237272,0.091947348044909,-0.0688971619204177,-0.152403991533112,0.284679402536675,0.0579822187862389
22081,white,-2.13150289017341,-1.27353266888151,-0.785193494111049,-1.13058224985868,-1.48656375071469,-0.889920680982782,-0.0975990630489947
22083,white,-0.213827512473272,-0.595238095238095,-1.0059880239521,-0.621017824018066,-0.267813666612563,0.398730572056311,0.00810504133571081
22085,white,-0.916121356335515,-0.570365033621518,0.223416460358674,-0.259067357512953,0.25369978858351,0.156654817135627,0.457197858388979
22087,white,-1.60339042910118,-1.182656760346,-1.59635326807475,-1.54842758009745,-1.74149404817696,-78.4378815628816,38.1613873650681
22089,white,-0.414913339022452,0.165474853732049,-0.354003186028674,0.606903901948013,0.394314804461054,2.06641850104054,-0.924702774108322
22091,white,-1.54162384378212,-0.22964509394572,-0.711445909186022,-1.07481559536354,-1.06518960374947,2.30404823428079,-0.0631446011366028
22093,white,-0.198356474922074,-0.681431005110733,-1.07680579378693,-0.789904633464984,-0.203903291581707,0.758902510215995,-0.0869061413673233
22095,white,-0.0953115780874143,-0.109031437397783,-0.200109150445698,-0.788370397375137,-0.395020899361536,-0.267465990315887,-3.53262126046146
22097,white,-0.0223395613322502,0.0873468890288245,0.399821399577854,0.325456346398755,0.0322385653838404,0.896346130604681,0.772593879139965
22099,white,0.624509650086302,0.876372255489022,0.803833668264028,0.81582579358994,0.371147820267105,1.63671081744612,1.24653326573823
22101,white,-1.55674892898087,-1.06956788231689,-0.715591214646386,-1.06396255850234,-1.21416632501813,-0.571446813944579,-0.590785037726762
22103,white,1.18923658683619,1.84202291546312,1.89083947363756,1.95839639984458,1.87868997918255,2.79426296778084,0.36769098749742
22105,white,0.510240747394898,0.407550407550408,0.679342020935698,1.1387427148758,1.13011734758102,5.51552451421064,1.70133564022912
22107,white,-0.990449239476477,-1.60771704180064,-4.1757443718228,-1.51572565365669,-3.69372835706041,-0.599280862964443,-3.85852090032154
22109,white,0.0599075340235723,0.111933984980021,-0.0598047245732413,0.133990711711829,0.601501805804557,0.578534808941462,-0.213134749951852
22111,white,0.0571102227298686,-0.906900050735667,0.448,-0.611659764256133,0.429514712481569,-0.0893655049151028,-0.345003833375926
22113,white,-0.425464503134406,0.143185072388009,-0.270073986655168,0.304940491090731,0.764571091498968,0,0.335479803665511
22115,white,-0.841004961133367,-1.27622003424658,-0.715466543808775,-2.04176334106729,-0.189483657034581,-3.55956336022781,-2.29562297359889
22117,white,-0.228232729254667,-0.232169073713681,-0.133465658259471,0.233020355013364,0.403418803418803,-0.745709615908472,1.78050704998456
22119,white,-1.17062396466041,-0.163891682497113,-1.22001268514719,-0.151080223598731,-0.484188228173703,-0.8590542800669,-0.348899624261943
22121,white,-0.530801435406699,-0.0901916572717024,-0.0902730760550666,0.150591069949552,-0.984888354259078,1.09339407744875,1.95283160582845
22123,white,-1.65603785229377,-0.0522957849597322,-0.847634993721222,-1.78364116094987,-0.999355254674404,-0.521002930641485,-1.36388434260775
