latt,Year,-120,-119,-118,-117,-116,-115,-114,-113,-112,-111,-110,-109,-108,-107,-106,-105,-104,-103,-102,-101,-100,-99,-98,-97,-96,-95,-94,-93,-92,-91,-90,-89,-88,-87,-86,-85,-84,-83,-82,-81,-80,-79,-78,-77,-76,-75,-74,-73,-72,-71,-70,-69,-68,-67,-66,-65,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
34,1982,,,0.28,0.296,0.08,0.128,0.112,0.208,0.264,0.352,0.472,0.416,0.304,0.192,0.248,0.192,0.272,0.328,0.368,0.304,0.304,0.352,0.424,0.464,0.544,0.632,0.632,0.672,0.648,0.608,0.632,0.624,0.632,0.608,0.6,0.56,0.536,0.52,0.52,0.48,0.536,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.208,0.232,0.224,0.12,0.096,0.096,0.096,0.088,0.096,0.08,0.064,0.056,0.032,0.008,-0.008,0.008,0.024,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,0.136,0.064,0.064,0.056,0.048,0.048,0.04,0.04,0.128,0.064,0.128,0.168,0.184,0.152,0.096,0.072,0.04,0.024,0.04,0.024,0.024,0.056,0.072,0.088,0.072,0.072,0.104,0.112,0.12,0.12,0.12,0.128,0.12,0.176,0.28,0.256,0.288,0.456,0.544,0.52,0.2,0.104,0.104,0.104,0.096,0.096,0.088,0.088,0.096,0.112,0.104,0.112,0.104,0.096,0.104,0.152,0.208,0.264,0.336,0.328,0.464,0.48,0.448,0.488,0.464,0.44,0.536,0.424,0.232,0.4,0.528,0.496,0.552,0.416,0.464,0.536,0.456,0.4,0.432,0.488,0.472,0.472,0.44,0.448,0.448,,,,,,,,,,0.568,0.552,0.52,0.56,0.512,0.576,,,,,,,,,,,,,,,
35,1982,0.344,0.36,0.168,0.104,0.064,0.088,0.176,0.296,0.352,0.256,0.216,0.264,0.248,0.24,0.28,0.272,0.272,0.4,0.328,0.296,0.304,0.336,0.44,0.504,0.616,0.672,0.664,0.648,0.624,0.632,0.608,0.64,0.616,0.592,0.584,0.616,0.624,0.568,0.512,0.504,0.52,0.528,0.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.248,0.248,0.12,0.12,0.168,0.16,0.12,0.096,0.088,0.088,0.064,0.032,0.024,0.032,0.056,0.056,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.072,0.056,0.048,0.064,0.032,0.024,0.048,0.048,0.104,0.176,0.152,0.16,0.12,0.08,0.032,0.024,0.024,0.016,0.016,0.016,0.04,0.072,0.08,0.096,0.104,0.144,0.128,0.12,0.12,0.136,0.136,0.128,0.16,0.24,0.312,0.52,0.512,0.48,0.28,0.128,0.064,0.072,0.088,0.08,0.088,0.072,0.072,0.072,0.08,0.08,0.088,0.088,0.112,0.136,0.144,0.2,0.232,0.328,0.344,0.352,0.296,0.304,0.368,0.472,0.472,0.456,0.4,0.304,0.28,0.472,0.432,0.448,0.456,0.456,0.488,0.44,0.424,0.392,0.4,0.464,0.464,0.496,0.448,,,,,,,0.584,0.6,,,,,0.688,0.608,0.504,0.48,0.488,0.488,,,,,,,,,,,,,
36,1982,0.376,0.384,0.144,0.064,0.096,0.12,0.208,0.248,0.216,0.128,0.192,0.224,0.184,0.272,0.36,0.344,0.32,0.352,0.32,0.312,0.328,0.328,0.36,0.496,0.568,0.616,0.664,0.672,0.632,0.608,0.624,0.632,0.672,0.64,0.672,0.656,0.664,0.688,0.616,0.528,0.576,0.568,0.544,0.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.304,,,,,0.128,0.128,0.104,0.088,0.072,0.056,0.064,0.12,0.08,0.088,0.096,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,0.256,0.088,0.064,0.08,0.072,0.04,0.032,0.072,0.104,0.168,0.184,0.128,0.112,0.128,0.096,0.12,0.096,0.072,0.024,0.024,0.032,0.064,0.112,0.12,0.112,0.128,0.128,0.136,0.128,0.128,0.12,0.112,0.144,0.144,0.112,0.184,0.2,0.248,0.224,0.056,0.008,0.024,0.072,0.04,0.032,0.024,0.04,0.048,0.048,0.056,0.072,0.072,0.088,0.096,0.08,0.112,0.12,0.096,0.112,0.152,0.16,0.168,0.24,0.28,0.32,0.328,0.328,0.232,0.136,0.16,0.256,0.272,0.352,0.48,0.48,0.456,0.496,0.48,0.456,0.472,0.488,0.448,0.488,0.464,,,,,,,0.576,0.68,0.616,0.552,,,,,,0.472,0.552,0.64,0.616,0.448,0.52,,,,,,,,,,
37,1982,0.424,0.4,0.112,0.08,0.096,0.08,0.176,0.24,0.168,0.144,0.136,0.16,0.216,0.456,0.352,0.44,0.328,0.288,0.28,0.28,0.296,0.32,0.296,0.44,0.512,0.592,0.672,0.648,0.656,0.64,0.616,0.64,0.672,0.672,0.688,0.704,0.688,0.688,0.72,0.648,0.568,0.576,0.592,0.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.256,0.224,0.136,,,,,,0.216,0.264,0.2,0.216,0.248,0.296,0.16,0.128,,,,,,,,,,,,0.352,,,,,,0.344,0.328,0.32,,0.288,0.208,0.264,0.28,0.384,0.136,0.112,0.088,0.096,0.104,0.104,0.16,0.224,0.208,0.152,0.12,0.104,0.24,0.248,0.216,,0.368,0.232,0.176,0.056,0.088,0.112,0.144,0.112,0.152,0.128,0.096,0.088,0.064,0.088,0.08,0.128,0.176,0.144,0.112,0.048,0.056,0.04,0.032,0.04,0.04,0.032,0.032,0.064,0.064,0.032,0.048,0.056,0.056,0.048,0.056,0.072,0.104,0.128,0.104,0.072,0.08,0.048,0.032,0.056,0.12,0.208,0.272,0.352,0.36,0.24,0.112,0.112,0.096,0.128,0.2,0.328,0.4,0.352,0.504,0.528,0.488,0.496,0.488,0.464,0.472,0.512,0.512,0.488,0.48,,,,,0.568,0.656,0.648,,,,,,,,0.432,0.48,0.584,0.584,0.632,,,,,,,,,,
38,1982,0.472,0.28,0.112,0.088,0.136,0.176,0.288,0.408,0.264,0.144,0.208,0.336,0.536,0.44,0.376,0.344,0.248,0.232,0.28,0.392,0.32,0.392,0.392,0.456,0.56,0.616,0.656,0.664,0.68,0.672,0.6,0.592,0.608,0.664,0.672,0.656,0.696,0.712,0.736,0.752,0.712,0.616,0.592,0.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.352,0.208,0.328,0.264,0.216,0.216,0.2,0.152,,,,,,,,,,,,,,,0.216,0.232,0.328,,,,,,0.328,0.376,0.272,,,,0.416,0.4,0.28,0.264,0.296,0.216,0.144,0.168,0.288,0.368,0.232,0.152,0.136,0.16,0.176,0.232,0.232,0.216,0.16,0.16,0.144,0.184,0.448,,,,,0.032,0.128,0.128,0.112,0.152,0.128,0.208,0.2,0.224,0.088,0.096,0.144,0.128,0.216,0.264,0.256,0.208,0.152,0.104,0.104,0.104,0.088,0.064,0.08,0.032,0.024,0.024,0.008,0.016,0.024,0.024,0.024,0.048,0.064,0.056,0.048,0.088,0.048,0.024,0.032,0.032,0.072,0.096,0.168,0.312,0.48,0.52,0.352,0.248,0.08,0.056,0.104,0.128,0.12,0.16,0.192,0.288,0.568,0.48,0.496,0.52,0.448,0.432,0.424,0.36,,0.608,,,,,,0.56,0.688,0.72,,,,,,,,,,,0.656,0.6,,,,,,,,,,
39,1982,0.448,0.176,0.112,0.192,0.144,0.208,0.16,0.248,0.384,0.104,0.136,0.352,0.52,0.456,0.408,0.36,0.232,0.248,0.264,0.296,0.296,0.376,0.432,0.48,0.576,0.608,0.632,0.648,0.64,0.584,0.56,0.584,0.552,0.656,0.648,0.64,0.672,0.68,0.672,0.712,0.712,0.68,0.624,0.536,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.352,0.256,0.272,0.24,0.272,0.28,0.256,0.2,0.216,,,,,,,,,,,,,,,,,0.44,,,,,0.384,0.392,0.32,,,0.304,0.384,0.328,0.248,0.264,0.208,0.128,0.128,0.16,0.176,0.176,0.16,0.168,0.208,0.272,0.28,0.272,0.192,0.184,0.168,0.208,0.168,0.288,,,,,,0,0.064,0.072,0.072,0.056,0.056,0.056,0.088,0.072,0.088,0.136,0.2,0.16,0.208,0.256,0.28,0.288,0.152,0.032,0.072,0.072,0.032,0.096,0.168,-0.008,0,0,-0.008,0.008,0,0.008,0.032,0.016,0.024,0.04,0.04,0.048,0.024,0.024,0.016,0.08,0.096,0.12,0.12,0.272,0.352,0.224,0.136,0.064,0.064,0.048,0.08,0.184,0.096,0.144,0.16,0.224,0.44,0.496,0.536,0.488,0.544,0.448,0.344,,,,,,,,0.576,0.688,0.712,,,,,,,,,,,,,0.648,0.536,,,,,,,,,
40,1982,0.288,0.136,0.168,0.2,0.184,0.2,0.12,0.16,0.424,0.304,0.208,0.296,0.552,0.552,0.488,0.344,0.256,0.312,0.336,0.384,0.384,0.448,0.488,0.544,0.6,0.648,0.648,0.656,0.608,0.64,0.6,0.536,0.528,0.6,0.608,0.624,0.616,0.6,0.64,0.672,0.672,0.656,0.632,0.608,0.584,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.456,0.392,0.28,0.312,0.304,0.24,0.224,0.256,0.328,,,,,,,,,,0.328,,,,,,,0.44,,,,0.416,0.456,0.376,,,,0.328,0.44,0.408,0.424,0.328,0.192,0.152,0.16,0.168,0.192,0.24,0.208,0.24,0.304,0.288,0.248,0.208,0.224,0.256,0.264,0.4,0.328,0.304,0.184,,,,-0.008,0.024,0.032,0.032,0.04,0.048,0.056,0.072,0.08,0.08,0.12,0.216,0.144,0.232,0.224,0.16,0.176,0.16,0.176,0.12,0.136,0.08,0.104,0.144,0.088,0.056,0.008,-0.016,-0.016,0,0.008,0.008,0.008,0,0.008,0.016,0.008,0.008,0.024,0.016,0.024,0.048,0.08,0.104,0.128,0.136,0.072,0.056,0.04,0.048,0.04,0.056,0.056,0.072,0.136,0.168,0.184,0.168,0.248,0.344,0.408,0.496,0.576,0.52,0.536,0.552,,,0.536,0.504,,,0.616,0.712,0.616,,,,,,,,,,,,,0.704,0.608,,,,,,,,,
41,1982,0.176,0.096,0.168,0.184,0.256,0.2,0.024,0.112,0.488,0.488,0.344,0.2,0.32,0.568,0.472,0.4,0.328,0.368,0.432,0.44,0.52,0.568,0.624,0.608,0.664,0.664,0.656,0.632,0.624,0.688,0.672,0.656,0.664,0.648,0.632,0.616,0.6,0.616,0.608,0.592,0.632,0.688,0.712,0.68,0.688,0.664,0.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.488,0.32,0.328,0.296,0.296,0.288,0.344,0.272,0.32,,,,,,,,,0.312,,,,,,0.456,0.296,0.264,,,0.456,0.488,0.448,0.36,0.416,,0.36,0.352,0.272,0.464,0.528,0.504,0.448,0.296,0.264,0.28,0.432,0.504,0.432,0.44,0.36,0.32,0.336,0.28,0.424,0.456,0.328,0.408,0.376,0.112,,,,0.016,0.032,0.048,0.056,0.056,0.056,0.072,0.072,0.064,0.08,0.048,0.08,0.12,0.112,0.16,0.384,0.344,0.248,0.416,0.432,0.336,0.232,0.144,0.136,0.064,0.088,0.064,0.128,0.024,0.016,0.024,0,0.016,0.016,0.048,0.008,0,0,0.008,0.008,0.008,0.032,0.04,0.064,0.048,0.032,0.048,0.032,0.04,0.04,0.048,0.056,0.064,0.112,0.192,0.2,0.256,0.312,0.376,0.4,0.352,0.392,0.536,0.624,0.608,0.576,0.536,0.504,,0.616,0.712,0.744,0.744,0.72,0.696,0.648,,,,,,,,,,,,0.704,0.624,,,,,,,,,
42,1982,0.264,0.2,0.24,0.184,0.304,0.24,0.184,0.168,0.504,0.272,0.112,0.112,0.128,0.28,0.288,0.328,0.4,0.368,0.352,0.368,0.456,0.536,0.648,0.656,0.656,0.672,0.664,0.664,0.656,0.616,0.648,0.664,0.56,0.648,0.616,0.568,0.52,0.488,,0.648,0.704,0.752,0.728,0.704,0.728,0.744,0.744,0.704,0.68,0.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.568,0.496,0.36,0.248,0.224,0.272,0.4,0.312,0.224,0.264,0.376,0.432,,,,,,,0.4,,,,0.4,0.448,0.248,,,,,0.576,0.56,0.48,0.544,0.6,0.504,0.408,0.376,0.488,,,,0.632,0.608,0.52,0.368,,,,,,,0.592,0.528,0.56,0.456,0.456,0.376,0.456,,,,,,0.032,0.032,0.032,0.024,0.04,0.136,0.296,0.16,0.064,0.048,0.064,0.08,0.096,0.088,0.16,0.208,0.2,0.216,0.272,0.344,0.24,0.24,0.312,0.184,0.088,0.088,0.048,0.072,0.088,0.104,0.064,0.088,0.2,0.048,0.04,0.016,0.016,0.016,0.016,0.024,0.024,0.048,0.056,0.048,0.04,0.032,0.032,0.04,0.024,0.048,0.056,0.064,0.08,0.104,0.176,0.176,0.2,0.248,0.288,0.288,0.304,0.392,0.552,0.592,0.544,0.384,0.368,0.48,0.576,0.624,0.752,0.752,0.752,0.744,0.696,0.664,,,,,,,,,,,0.592,,,,,,,,,,
43,1982,0.2,0.232,0.168,0.248,0.232,0.376,0.36,0.368,0.52,0.52,0.28,0.264,0.152,0.176,0.272,0.272,0.312,0.368,0.384,0.408,0.456,0.504,0.544,0.64,0.68,0.68,0.664,0.656,0.64,0.648,0.672,0.664,,,0.624,0.6,0.576,0.52,0.544,0.536,0.496,0.664,0.672,0.68,0.704,0.72,0.72,0.76,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.576,0.576,0.568,0.472,0.376,0.392,0.496,0.408,0.52,0.56,0.544,0.488,0.328,,,,,,0.432,,0.36,0.384,0.472,,,,,0.536,0.632,0.624,0.6,0.576,0.552,0.568,0.592,0.56,0.52,,,,,,,,,,,,,,0.536,0.608,0.536,0.488,0.528,0.512,0.384,,,,,0.032,0.04,0.04,0.048,0.032,0.032,0.128,0.352,0.136,0.048,0.064,0.064,0.08,0.08,0.08,0.072,0.176,0.192,0.2,0.232,0.224,0.28,0.328,0.312,0.32,0.264,0.408,0.344,0.2,0.224,0.288,0.24,0.352,0.2,0.248,0.184,0.04,0.088,0.048,0.016,0.008,0.064,0.08,0.048,0.04,0.04,0.032,0.032,0.024,0.04,0.056,0.064,0.088,0.088,0.08,0.088,0.12,0.12,0.144,0.152,0.168,0.192,0.256,0.32,0.384,0.496,0.36,0.304,0.288,0.32,0.432,0.536,0.688,0.672,0.696,0.688,0.696,0.68,0.648,,,,,,,,,,0.68,0.608,0.728,0.696,,,,,,,
44,1982,0.296,0.368,0.232,0.392,0.44,0.432,0.36,0.296,0.456,0.544,0.432,0.248,0.192,0.232,0.208,0.24,0.44,0.328,0.32,0.4,0.424,0.504,0.528,0.624,0.696,0.68,0.64,0.632,0.664,0.688,0.656,0.616,0.6,,0.672,0.648,0.592,0.56,0.56,0.536,0.536,0.504,,,0.696,0.736,0.744,0.76,0.752,0.736,,,,,0.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,0.592,0.52,0.456,0.52,0.472,0.416,0.384,0.456,0.408,,,0.528,0.496,0.464,0.32,,,0.408,0.528,0.624,0.68,0.656,0.592,0.536,0.472,0.472,0.504,0.592,0.552,0.48,,,,,,,,,,,,0.576,0.592,0.552,0.552,0.48,0.4,0.392,0.384,,,,0.048,0.048,0.048,0.064,0.056,0.04,0.024,0.08,0.184,,0.04,0.048,0.064,0.064,0.072,0.112,0.2,0.192,0.12,0.112,0.136,0.144,0.168,0.152,0.136,0.168,0.28,0.248,0.208,0.288,0.328,0.36,0.464,0.36,0.16,0.24,0.248,0.16,0.192,0.16,0.064,0.104,0.176,0.072,0.048,0.032,0.024,0.032,0.048,0.056,0.056,0.072,0.104,0.104,0.112,0.104,0.08,0.096,0.112,0.12,0.136,0.144,0.16,0.224,0.32,0.424,0.512,0.4,0.384,0.328,0.352,0.392,0.448,0.56,0.616,0.656,0.64,0.656,0.696,0.712,0.664,0.68,0.712,0.728,,,,,,,0.632,0.68,0.696,0.656,0.576,,,,,
45,1982,0.424,0.528,0.416,0.416,0.584,0.504,0.4,0.36,0.472,0.56,0.48,0.256,0.336,0.32,0.272,0.376,0.408,0.344,0.352,0.36,0.336,0.424,0.488,0.544,0.656,0.648,0.624,0.648,0.688,0.68,0.64,0.64,0.608,,0.656,0.688,0.64,,,0.528,0.624,0.608,0.632,0.656,0.656,0.704,0.696,0.728,0.752,0.784,0.768,0.736,0.72,,0.712,0.664,0.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.536,0.552,0.632,0.6,0.544,0.48,0.464,0.52,0.552,0.512,0.488,0.352,0.288,,,0.528,0.616,0.648,0.6,0.608,0.56,0.568,0.616,0.536,0.496,0.504,0.52,0.496,0.432,,,,,,0.56,,,,0.552,0.576,0.544,0.52,0.456,0.416,0.352,0.328,0.248,,,,,0.064,0.056,0.056,0.048,0.064,0.064,0.04,0.04,,,0.056,0.064,0.08,0.168,0.2,0.152,0.112,0.096,0.096,0.112,0.096,0.12,0.104,0.104,0.128,0.144,0.128,0.272,0.304,0.32,0.336,0.192,0.12,0.192,0.168,0.168,0.072,0.072,0.056,0.056,0.048,0.04,0.04,0.056,0.072,0.064,0.096,0.096,0.088,0.12,0.096,0.128,0.088,0.096,0.104,0.088,0.096,0.12,0.104,0.096,0.136,0.184,0.24,0.288,0.352,0.392,0.464,0.568,0.6,0.504,0.368,0.36,0.408,0.48,0.536,0.584,0.656,0.688,0.632,0.68,0.688,0.496,0.624,0.696,0.688,,,,,,,0.696,,,,,,,,
46,1982,0.288,0.312,0.552,0.48,0.648,0.624,0.536,0.472,0.432,0.528,0.432,0.368,0.312,0.344,0.32,0.32,0.336,0.304,0.272,0.296,0.264,0.344,0.384,0.48,0.6,0.64,0.664,0.688,0.712,0.72,0.688,0.696,0.696,0.664,,0.616,0.576,,0.584,0.624,0.664,0.648,0.672,0.672,0.672,0.68,0.624,0.616,0.688,0.72,0.752,0.752,0.712,0.704,0.672,0.568,0.568,0.64,0.632,0.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.456,0.52,0.608,0.648,0.616,0.616,0.528,0.576,0.48,0.528,0.52,0.448,0.536,0.464,0.448,0.6,0.584,0.56,0.592,0.56,0.536,0.504,0.472,0.616,0.632,0.64,0.672,0.68,0.544,0.456,0.44,,,,0.344,0.392,,,,0.44,0.432,0.416,0.424,0.384,0.296,0.28,0.248,0.168,0.288,,,,,,0.032,0.032,0.072,0.096,0.072,0.08,,,0.192,0.128,0.08,0.104,0.072,0.072,0.096,0.096,0.096,0.096,0.088,0.08,0.072,0.272,0.112,0.072,0.104,0.168,0.24,0.312,0.344,0.264,0.232,0.096,0.048,0.016,0.04,0.064,0.072,0.072,0.08,0.056,0.096,0.088,0.096,0.136,0.16,0.136,0.136,0.144,0.2,0.216,0.192,0.184,0.224,0.208,0.184,0.168,0.208,0.2,0.192,0.216,0.272,0.36,0.384,0.352,0.36,0.472,0.568,0.592,0.496,0.408,0.424,0.464,0.496,0.496,0.592,0.664,0.672,0.656,0.584,0.512,0.536,0.664,0.648,0.704,0.688,,,,,,,,,,,,,
47,1982,0.336,0.264,0.184,0.392,0.696,0.64,0.56,0.536,0.464,0.504,0.408,0.352,0.248,0.208,0.24,0.312,0.328,0.32,0.368,0.344,0.328,0.384,0.4,0.48,0.6,0.648,0.704,0.656,0.688,0.704,0.72,0.72,0.712,,0.616,0.672,0.696,0.608,0.584,0.584,0.592,0.672,0.696,0.712,0.712,0.704,0.72,0.696,0.656,0.688,0.712,0.736,0.688,0.696,0.632,0.512,,,,0.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.52,0.496,0.488,0.488,0.552,0.632,0.576,0.592,0.552,0.528,0.528,0.52,0.576,0.6,0.656,0.632,0.584,0.504,0.56,0.56,0.464,0.448,0.48,0.6,0.6,0.576,0.688,0.664,0.584,0.528,0.464,0.416,0.32,0.416,0.408,0.336,0.296,0.28,,0.248,0.416,0.48,0.472,0.408,0.28,0.24,0.2,0.176,0.216,0.256,0.224,0.184,,,0.064,0.072,0.088,0.104,0.104,0.112,0.112,0.112,0.104,0.096,0.096,0.104,0.104,0.12,0.112,0.128,0.12,0.12,0.112,0.104,0.088,0.072,0.096,0.08,0.088,0.064,0.096,0.136,0.288,0.208,0.256,0.264,0.152,0.16,0.088,0.08,0.08,0.168,0.144,0.128,0.128,0.088,0.104,0.128,0.176,0.208,0.28,0.304,0.368,0.424,0.352,0.288,0.328,0.296,0.288,0.336,0.36,0.352,0.352,0.312,0.336,0.352,0.36,0.368,0.368,0.472,0.632,0.672,0.64,0.528,0.472,0.44,0.48,0.52,0.576,0.664,0.64,0.584,0.592,0.616,0.672,0.632,0.664,0.656,0.72,,,,,0.68,,,,,,,,
48,1982,0.264,0.208,0.344,0.608,0.696,0.576,0.624,0.472,0.272,0.264,0.28,0.296,0.248,0.216,0.248,0.28,0.344,0.376,0.352,0.408,0.416,0.424,0.4,0.448,0.56,0.64,0.688,0.656,0.664,0.68,,,,,,0.632,0.64,0.6,0.6,0.584,0.648,0.672,0.648,0.656,0.672,0.688,0.688,0.688,0.68,0.648,0.688,0.728,0.704,0.672,0.592,,,,,,,0.544,0.584,0.544,0.52,0.536,0.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.504,0.552,0.552,0.552,0.48,0.52,0.496,0.552,0.6,0.616,0.552,0.576,0.568,0.6,0.56,0.6,0.624,0.624,0.616,0.52,0.528,0.52,0.488,0.424,0.44,0.528,0.592,0.656,0.664,0.616,0.48,0.488,0.496,0.456,0.44,0.432,0.392,0.36,0.352,0.384,0.448,0.408,0.432,0.472,0.456,0.4,0.312,0.248,0.24,0.256,0.2,0.144,0.152,0.136,0.096,0.056,0.048,0.128,0.104,0.112,0.12,0.112,0.12,0.12,0.12,0.12,0.096,0.12,0.128,0.152,0.152,0.144,0.144,0.136,0.152,0.152,0.12,0.112,0.12,0.112,0.112,0.104,0.12,0.144,0.248,0.2,0.2,0.216,0.208,0.16,0.208,0.224,0.288,0.184,0.144,0.16,0.08,0.08,0.112,0.184,0.248,0.248,0.296,0.408,0.496,0.448,0.408,0.408,0.4,0.408,0.448,0.456,0.488,0.488,0.488,0.48,0.448,0.368,0.328,0.344,0.336,0.424,0.584,0.728,0.712,0.64,0.496,0.472,0.504,0.52,0.584,0.584,0.656,0.616,0.528,0.552,0.6,0.632,0.696,0.744,0.728,0.736,,,,0.704,,,,,,,,
49,1982,0.528,0.624,0.664,0.688,0.68,0.64,0.608,0.312,0.216,0.192,0.264,0.288,0.288,0.288,0.248,0.28,0.288,0.344,0.344,0.424,0.448,0.368,0.416,0.472,0.584,0.632,0.664,0.648,0.64,0.624,0.64,0.56,,0.504,0.632,0.64,0.64,0.648,0.64,0.632,0.576,0.664,0.656,0.624,0.616,0.608,0.64,0.656,0.656,0.648,0.688,0.6,0.624,0.6,0.592,0.648,,,,,,0.528,0.64,0.64,0.64,0.648,0.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.544,0.6,0.576,0.688,0.64,0.464,0.44,0.448,0.424,0.576,0.56,0.544,0.528,0.584,0.536,0.504,0.52,0.584,0.576,0.504,0.424,0.504,0.56,0.608,0.552,0.528,0.56,0.64,0.648,0.584,0.552,0.528,0.504,0.528,0.52,0.504,0.488,0.44,0.416,0.432,0.408,0.456,0.456,0.464,0.44,0.432,0.376,0.344,0.384,0.344,0.256,0.184,0.192,0.208,0.176,0.144,0.104,0.168,0.16,0.12,0.128,0.216,0.184,0.16,0.152,0.168,0.152,0.12,0.144,0.144,0.16,0.168,0.168,0.16,0.176,0.208,0.24,0.232,0.224,0.2,0.2,0.176,0.184,0.168,0.16,0.192,0.184,0.24,0.28,0.328,0.376,0.344,0.216,0.176,0.16,0.168,0.104,0.064,0.104,0.144,0.232,0.288,0.376,0.4,0.464,0.472,0.456,0.504,0.504,0.512,0.576,0.592,0.584,0.568,0.544,0.536,0.504,0.448,0.448,0.392,0.432,0.36,0.432,0.52,0.656,0.68,0.704,0.648,0.584,0.552,0.592,0.576,0.552,0.608,0.648,0.648,0.656,0.632,0.64,0.64,0.688,0.728,0.728,0.704,,,0.68,,,,,,,,
