latt,Year,-120,-119,-118,-117,-116,-115,-114,-113,-112,-111,-110,-109,-108,-107,-106,-105,-104,-103,-102,-101,-100,-99,-98,-97,-96,-95,-94,-93,-92,-91,-90,-89,-88,-87,-86,-85,-84,-83,-82,-81,-80,-79,-78,-77,-76,-75,-74,-73,-72,-71,-70,-69,-68,-67,-66,-65,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
-41,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.592,0.312,0.144,0.104,0.128,0.136,0.176,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.56,0.64,0.584,,
-40,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.488,0.64,0.424,0.2,0.144,0.112,0.144,0.176,0.208,0.256,0.336,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-39,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.632,0.48,0.224,0.16,0.176,0.272,0.256,0.288,0.32,0.392,0.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-38,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.608,0.424,0.112,0.136,0.12,0.168,0.216,0.296,0.392,0.576,0.6,0.56,0.552,0.568,0.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.664,0.632,0.48,0.632,0.688,0.56,,,
-37,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.28,0.056,0.088,0.12,0.176,0.224,0.304,0.408,0.464,0.552,0.576,0.584,0.6,0.624,0.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.664,0.656,0.584,0.544,0.536,0.608,0.68,0.648,0.664,0.648,
-36,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.544,0.448,-0.04,0.064,0.08,0.2,0.208,0.272,0.392,0.448,0.488,0.528,0.512,0.552,0.552,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.424,0.24,0.272,0.392,0.496,0.56,0.672,0.616,0.52,
-35,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.016,0.016,0.104,0.232,0.24,0.312,0.424,0.488,0.536,0.544,0.496,0.472,0.56,0.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,0.4,0.352,0.328,0.272,0.264,0.32,0.328,0.352,0.52,0.56,0.472,0.6
-34,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.584,0.16,-0.032,0.16,0.192,0.232,0.272,0.408,0.512,0.552,0.528,0.512,0.552,0.496,0.464,0.472,0.528,0.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512,0.536,0.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.624,0.688,0.656,0.528,0.456,,,,,,,,,,,,,,,,0.496,0.384,,0.456,0.312,0.216,0.208,0.256,0.264,0.208,0.264,0.384,0.392,0.36,0.424,0.6
-33,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.536,0.328,-0.016,0.152,0.136,0.224,0.272,0.336,0.416,0.488,0.464,0.536,0.536,0.56,0.568,0.536,0.56,0.56,0.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.536,0.416,0.256,0.24,0.296,0.248,0.304,0.408,0.432,0.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.672,0.6,0.528,0.472,0.416,0.472,0.456,0.384,,,,,,,,,,,,0.384,0.352,0.192,0.408,0.192,0.232,0.208,0.184,0.224,0.2,0.256,0.344,0.32,0.352,0.424,0.608
-32,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112,0,0.12,0.096,0.184,0.28,0.304,0.344,0.384,0.44,0.512,0.536,0.536,0.52,0.592,0.568,0.616,0.576,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.336,0.24,0.216,0.152,0.136,0.152,0.232,0.28,0.328,0.352,0.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.608,0.592,0.552,0.44,0.304,0.296,0.352,0.296,0.208,0.208,0.216,0.272,,,,,,,0.288,0.24,0.144,0.16,0.176,0.136,0.128,0.136,0.16,0.184,0.272,0.312,0.312,0.272,0.32,0.416,0.504
-31,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,0.032,0.104,0.12,0.176,0.28,0.288,0.312,0.4,0.496,0.52,0.544,0.568,0.512,0.608,0.584,0.6,0.6,0.568,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.224,0.256,0.152,0.144,0.136,0.16,0.2,0.224,0.296,0.296,0.32,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.608,0.552,0.488,0.408,0.28,0.272,0.248,0.28,0.2,0.168,0.168,0.152,0.144,0.152,0.152,0.152,0.168,0.224,0.176,0.128,0.088,0.12,0.144,0.112,0.12,0.12,0.152,0.176,0.2,0.272,0.328,0.256,0.272,0.432,0.352
-30,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.104,0.032,0.144,0.192,0.192,0.304,0.208,0.336,0.104,0.472,0.512,0.552,0.568,0.56,0.6,0.592,0.568,0.6,0.576,0.512,0.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272,0.232,0.12,0.088,0.104,0.136,0.152,0.192,0.2,0.256,0.28,0.248,0.304,0.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.528,0.536,0.416,0.36,0.272,0.256,0.224,0.2,0.224,0.208,0.168,0.136,0.12,0.136,0.136,0.144,0.16,0.184,0.176,0.152,0.136,0.136,0.112,0.112,0.12,0.088,0.144,0.144,0.176,0.192,0.224,0.264,0.232,0.24,0.344,0.392
-29,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.096,0.04,0.112,0.136,0.184,0.232,0.224,0.328,0.424,0.384,0.48,0.544,0.584,0.608,0.584,0.568,0.6,0.592,0.608,0.624,0.592,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.152,0.12,0.104,0.128,0.176,0.184,0.224,0.312,0.312,0.312,0.24,0.232,0.328,0.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.536,0.368,0.216,0.224,0.2,0.216,0.208,0.208,0.224,0.2,0.192,0.16,0.176,0.2,0.2,0.184,0.176,0.16,0.152,0.144,0.096,0.096,0.048,0.08,0.08,0.096,0.136,0.12,0.152,0.216,0.232,0.216,0.216,0.256,0.256,0.4
-28,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088,0.064,0.096,0.136,0.112,0.32,0.328,0.36,0.448,0.4,0.472,0.568,0.576,0.584,0.584,0.6,0.576,0.544,0.544,0.56,0.536,0.576,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.136,0.08,0.104,0.144,0.168,0.16,0.192,0.232,0.28,0.336,0.304,0.288,0.216,0.192,0.264,0.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.536,0.432,0.2,0.16,0.184,0.184,0.2,0.216,0.224,0.208,0.208,0.2,0.184,0.176,0.192,0.2,0.192,0.176,0.184,0.176,0.12,0.088,0.088,0.024,0.072,0.088,0.104,0.152,0.144,0.16,0.208,0.208,0.2,0.28,0.304,0.328,0.36
-27,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.072,0.056,0.096,0.136,0.32,0.328,0.36,0.456,0.496,0.488,0.592,0.608,0.584,0.592,0.656,0.672,0.584,0.544,0.608,0.616,0.544,0.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064,0.128,0.088,0.104,0.136,0.136,0.152,0.144,0.176,0.2,0.2,0.24,0.248,0.208,0.168,0.216,0.288,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.304,0.184,0.136,0.152,0.184,0.2,0.216,0.216,0.216,0.2,0.2,0.184,0.168,0.192,0.2,0.192,0.192,0.2,0.2,0.184,0.152,0.12,0.104,0.048,0.064,0.104,0.104,0.136,0.144,0.16,0.184,0.224,0.232,0.304,0.36,0.344,0.384
-26,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,0.08,0.08,0.08,0.112,0.248,0.392,0.392,0.472,0.568,0.624,0.64,0.6,0.576,0.632,0.712,0.712,0.584,0.56,0.64,0.624,0.52,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,0.12,0.104,0.072,0.128,0.152,0.12,0.128,0.136,0.16,0.184,0.216,0.216,0.192,0.152,0.24,0.296,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128,0.192,0.168,0.152,0.168,0.176,0.2,0.176,0.176,0.152,0.168,0.184,0.16,0.168,0.192,0.2,0.216,0.232,0.224,0.208,0.184,0.16,0.136,0.144,0.096,0.08,0.104,0.112,0.136,0.144,0.168,0.192,0.272,0.304,0.376,0.304,0.328,0.416
-25,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088,0.096,0.088,0.112,0.248,0.416,0.392,0.456,0.544,0.6,0.632,0.584,0.584,0.64,0.664,0.584,0.528,0.592,0.624,0.6,0.576,0.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.112,0.136,0.112,0.144,0.12,0.096,0.12,0.136,0.152,0.184,0.224,0.24,0.192,0.216,0.264,0.32,0.28,0.392,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.168,0.16,0.168,0.152,0.144,0.152,0.168,0.152,0.152,0.176,0.184,0.184,0.2,0.224,0.248,0.256,0.256,0.224,0.2,0.2,0.176,0.176,0.152,0.12,0.096,0.096,0.128,0.144,0.176,0.28,0.288,0.272,0.432,0.44,0.424,0.352
-24,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088,0.088,0.096,0.112,0.192,0.488,0.416,0.464,0.536,0.6,0.6,0.592,0.584,0.664,0.64,0.6,0.44,0.512,0.584,0.648,0.6,0.608,0.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.104,0.096,0.128,0.152,0.152,0.12,0.104,0.112,0.128,0.128,0.152,0.168,0.208,0.192,0.176,0.256,0.208,0.256,0.288,0.376,0.392,,,,,,,,,0.264,0.224,0.296,0.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.192,0.168,0.152,0.152,0.152,0.152,0.192,0.184,0.168,0.16,0.184,0.16,0.2,0.216,0.248,0.24,0.232,0.248,0.248,0.216,0.216,0.216,0.2,0.184,0.152,0.112,0.088,0.104,0.144,0.176,0.2,0.224,0.344,0.376,0.344,0.368,0.28
-23,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,0.088,0.104,0.104,0.12,0.496,0.472,0.472,0.56,0.552,0.552,0.56,0.536,0.656,0.544,0.528,0.52,0.48,0.48,0.496,0.504,0.544,0.472,0.528,0.6,0.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064,0.104,0.144,0.16,0.16,0.128,0.112,0.112,0.12,0.112,0.128,0.152,0.168,0.2,0.192,0.296,0.208,0.288,0.256,0.288,0.4,,,,,,,,,0.304,0.248,0.288,0.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.176,0.184,0.16,0.184,0.184,0.168,0.176,0.152,0.168,0.176,0.176,0.224,0.224,0.224,0.232,0.248,0.264,0.272,0.264,0.224,0.216,0.216,0.208,0.168,0.12,0.104,0.112,0.16,0.176,0.16,0.216,0.312,0.32,0.312,0.328,0.352
-22,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.08,0.112,0.12,0.144,0.448,0.544,0.44,0.536,0.528,0.496,0.544,0.592,0.536,0.48,0.472,0.536,0.528,0.456,0.456,0.48,0.472,0.448,0.496,0.56,0.568,0.544,0.552,0.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.064,0.128,0.144,0.16,0.16,0.136,0.112,0.128,0.112,0.104,0.112,0.152,0.184,0.184,0.184,0.216,0.264,0.248,0.24,0.288,0.352,,,,,,,,0.312,0.32,0.264,0.256,0.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.184,0.208,0.232,0.232,0.16,0.152,0.168,0.16,0.168,0.184,0.184,0.224,0.232,0.16,0.208,0.264,0.264,0.272,0.272,0.232,0.216,0.208,0.184,0.136,0.152,0.144,0.144,0.16,0.128,0.16,0.232,0.288,0.304,0.312,0.376,0.392
-21,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064,0.104,0.12,0.12,0.144,0.288,0.52,0.504,0.496,0.6,0.552,0.592,0.512,0.496,0.456,0.432,0.496,0.512,0.432,0.408,0.416,0.368,0.432,0.488,0.424,0.408,0.472,0.48,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,0.096,0.16,0.168,0.176,0.16,0.128,0.12,0.136,0.104,0.12,0.136,0.128,0.176,0.176,0.192,0.216,0.248,0.24,0.264,0.24,,,,,,,,,,0.312,0.272,0.232,0.44,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.192,0.184,0.176,0.168,0.144,0.16,0.152,0.16,0.16,0.176,0.224,0.232,0.224,0.24,0.256,0.256,0.264,0.256,0.224,0.232,0.224,0.168,0.136,0.184,0.208,0.16,0.112,0.112,0.184,0.28,0.304,0.296,0.392,0.472,
-20,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064,0.128,0.016,0.104,0.144,0.256,0.52,0.464,0.424,0.536,0.464,0.56,0.424,0.528,0.488,0.424,0.48,0.464,0.392,0.336,0.328,0.32,0.36,0.384,0.36,0.408,0.496,0.464,0.512,0.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,0.12,0.136,0.168,0.184,0.16,0.136,0.128,0.12,0.136,0.144,0.128,0.08,0.128,0.168,0.184,0.184,0.2,0.24,0.272,0.344,0.296,,,,,,,,,,0.392,0.28,0.224,0.296,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176,0.192,0.208,0.192,0.176,0.176,0.176,0.192,0.216,0.184,0.24,0.288,0.264,0.232,0.232,0.232,0.24,0.256,0.216,0.16,0.16,0.224,0.208,0.16,0.168,0.216,0.288,0.32,0.312,0.304,0.416,,
